danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_uri,artist,track_uri,track_name,artist_genres
0.902,0.66,4,-10.203,1,0.0404,0.276,0.00201,0.122,0.949,115.0,spotify:artist:2HytrFZcP0u1QMvaspRvY8,Davi Moraes,spotify:track:4w4dJmsbIH5XXHHqJy9uWi,Epa Babá,['nova mpb']
0.516,0.551,10,-7.81,0,0.0439,0.162,0.00294,0.075,0.154,174.043,spotify:artist:41786XQNaSzzghjw8rylAv,Downupright,spotify:track:4hzKPhjDoTaovpOKBD5L37,All My Dreams Are Nightmares,[]
0.699,0.674,2,-4.32,1,0.0489,0.000198,0.846,0.0342,0.2,140.032,spotify:artist:4aM3bmFpa89LAdPJhXZVnp,Veltor,spotify:track:0jMeJnBMiDEjqwNQMebFN7,Asgard,[]
0.672,0.473,11,-10.188,0,0.0951,0.346,0.0,0.169,0.552,183.74,spotify:artist:6MuaBJB0T1Z5lq1iBaTXVX,Balvir Boparai,spotify:track:2kLoUHQaUUQsiQ22pEwmOc,Forever,['bhangra']
0.806,0.606,5,-7.628,0,0.0867,0.241,0.0,0.0755,0.663,112.997,spotify:artist:6MuaBJB0T1Z5lq1iBaTXVX,Balvir Boparai,spotify:track:3velGBRJeuZ2UfmL5KcoGc,Ilu Vs Lol,['bhangra']
0.566,0.761,6,-7.186,0,0.0486,0.018,2.83e-06,0.161,0.551,107.954,spotify:artist:5gTgkMwqg3AfEh01cx897m,K:ream,spotify:track:1IAjZoMU1ZD75beAbhXEgO,Clown -道化- (Kan Sano Remix),[]
0.651,0.622,1,-7.135,1,0.0747,0.489,0.00127,0.118,0.272,93.987,spotify:artist:3D2ebUoF5FwdVUNmGTy6Lz,Chubby Fly,spotify:track:10c1mNC2RiyLOB6Zfv1GK8,Under The Table,[]
0.431,0.551,9,-7.835,0,0.0308,0.423,0.0724,0.114,0.152,76.031,spotify:artist:3gPXWkF4RfdzSRFBUGj481,Juliana de Paula,spotify:track:5yyxJ90gS0TtSzmKWYNmT4,Espírito de Amor,['brazilian ccm']
0.769,0.25,7,-17.374,0,0.05,0.0604,0.728,0.109,0.293,129.974,spotify:artist:101VkCohruu1nxu5lboDWa,Cassyb,spotify:track:3bqaIGAo5MFUaMGz4a6CiQ,CAN'T ONE LOVE,[]
0.402,0.588,11,-7.096,0,0.0504,0.716,1.31e-05,0.364,0.175,108.779,spotify:artist:6CpTYTBIwVYGeYdxr8Irgu,Eli Türkoğlu,spotify:track:4MIJVNScExEev4vA3nVsp6,Hazin Geliyor,[]
0.521,0.168,11,-24.409,0,0.0602,0.99,0.957,0.0924,0.0356,119.984,spotify:artist:1OFThjZi3cSe14lBEBRsHZ,Emmanuel Motelin,spotify:track:59vjUMctJB9PxIfgdw9JMw,The Future of Artificial Intelligence,[]
0.846,0.635,2,-7.122,1,0.288,0.0454,1.31e-06,0.17,0.259,120.137,spotify:artist:0bjKeFBcvURoPaJiGd0Kfx,Mano Fler,spotify:track:7s6WsGNkRxSG8t848yteyc,Nova Era,"['rap paranaense', 'trap brasileiro']"
0.812,0.104,2,-18.396,1,0.252,0.546,5.17e-05,0.116,0.393,130.049,spotify:artist:2GgVRZoZbteN3wXsqJ7uEB,Luis Aguirre,spotify:track:4AgudkNxMoJaGtAyOJHFFe,Fine Line En Tu Habitación,[]
0.88,0.655,8,-4.558,1,0.0744,0.285,0.229,0.0976,0.603,100.002,spotify:artist:0EvB9GVXaLmhGROh8ZIAKi,Mimi Mars,spotify:track:0O4fyZ2KWmPBojHbrYOaPc,Wenge,['tanzanian pop']
0.783,0.787,8,-8.132,1,0.149,0.223,0.0,0.577,0.475,110.034,spotify:artist:6Ngzh9LQkVtLaCMZmvCUZg,Riddy K,spotify:track:73EqwwqvBwoHMgvlL3gwEA,This Photo,[]
0.4,0.718,0,-5.514,1,0.0386,0.000308,0.351,0.0913,0.326,118.508,spotify:artist:6KXCn6HU5WBvHN9uqkwMcn,VAN HOLZEN,spotify:track:0i2ndOAk08NQjjJTyJIlyI,Biss,"['german alternative rock', 'german post-hardcore']"
0.632,0.732,5,-3.679,0,0.0281,0.225,0.0,0.576,0.576,110.018,spotify:artist:3BI27TxQPk2BVbiThvj1EV,Non Stop Rabbit,spotify:track:5SZpDkmYK8cMwUeLZZDLnJ,Saigo no Kiss,['japanese teen pop']
0.731,0.61,8,-9.399,1,0.0401,0.317,0.00768,0.113,0.54,90.05,spotify:artist:1CVvTQ5zWJr1o5tI0LEzAo,Elizabeth Wyld,spotify:track:4iYVsJBpm9VlYedhEgAefz,Virginia,['asbury park indie']
0.658,0.56,11,-11.695,1,0.0619,0.251,2.77e-05,0.11,0.502,83.505,spotify:artist:11HqAUYcxKIAyZ1LMp7MFx,Cryderman,spotify:track:4zONnwyFXFzMJZhqF7UXgQ,never enough 2,[]
0.687,0.334,8,-10.225,0,0.155,0.527,1.53e-06,0.107,0.576,88.068,spotify:artist:6n5IUVavLo11EG4ZsHLiPM,Savvy Ani,spotify:track:6DcmIvViVrmhPRNkXVhcOa,Dive,[]
0.687,0.55,8,-8.297,0,0.29,0.488,1.95e-05,0.245,0.607,77.994,spotify:artist:0u4knCwkqdkkwuG2ddLr4n,LIl' Leise But Gold,spotify:track:7Hufaof9kh1UGUoH3NNZPx,Citrus,['japanese chill rap']
0.638,0.654,4,-8.483,0,0.0822,0.165,0.0362,0.234,0.152,89.955,spotify:artist:0ZWALBQXq4HZWbxgVmUcWQ,WIB3X,spotify:track:4dEs1qshwEzct07E5tFwrl,Ragga,['g-house']
0.667,0.774,4,-7.835,1,0.249,0.00658,0.0,0.0833,0.788,125.093,spotify:artist:1uBLcEYVKXxncps1OrDVMs,Elektrohorse,spotify:track:5LcIkVFkmrs3pmOklSIpNr,SUGA 'N SPICE,[]
0.462,0.349,0,-11.357,1,0.0287,0.687,0.0,0.239,0.178,79.099,spotify:artist:6Abcx1H3gsJ0MRgZgbAlnS,PRAVILA IGRE,spotify:track:64oBx0OsxTQXH6slxib1jT,Jedina,['croatian pop']
0.742,0.883,4,-4.18,0,0.0931,0.0503,0.0,0.0593,0.714,133.979,spotify:artist:7Fj6CahOz73OqLRW1gCXxl,Teliga,spotify:track:4WKr0beyeUIuUpjfjEHEqa,Ты смотри,[]
0.767,0.546,11,-9.163,0,0.0658,0.217,0.00265,0.0732,0.588,89.994,spotify:artist:5sAkrDPmoT5FIOy5RNJ3Ei,DJ la Moon,spotify:track:7L2ZYvFsF3FJiE01l0CgAm,Exquisito,[]
0.782,0.589,1,-9.807,1,0.0376,0.0139,0.345,0.0996,0.464,113.022,spotify:artist:4XjllwkWne6kVSLxX4dn6C,Nomina,spotify:track:3GtNNXbWmIPrdFX8YZWsg4,Luthando Lo,['botswana pop']
0.71,0.807,10,-5.753,0,0.0538,0.292,0.0,0.138,0.726,143.919,spotify:artist:4d8PlD50b5CG0eIBY6jm0b,Amit Saini Rohtakiya,spotify:track:2honGbMVpYWfr11gTRffMx,Belong to Haryana (Remix) - Single,[]
0.608,0.786,2,-5.206,0,0.33,0.528,0.0,0.103,0.638,179.945,spotify:artist:4d8PlD50b5CG0eIBY6jm0b,Amit Saini Rohtakiya,spotify:track:0r8c0f5jW6JYvMtfsrdC5G,Dada Lahi Daaru,[]
0.945,0.661,11,-9.339,0,0.257,0.218,0.133,0.109,0.451,120.048,spotify:artist:4j6N9qMDiNctV3G2wCVzNO,Manik,spotify:track:5dTWVUS1ieZ35xqkGdTpf3,D.O.A,[]
0.456,0.507,2,-6.588,1,0.0312,0.476,2.84e-06,0.0792,0.292,139.5,spotify:artist:7Ee6ZsG5CPerynOMJ4fu9p,AtituD,spotify:track:6B9CfImQbd1zn19Wb2k2B2,Grande É o Senhor,['louvor icm']
0.806,0.885,7,-8.136,0,0.0506,0.000439,0.456,0.0233,0.928,124.986,spotify:artist:56rB5otSSzWdlQAJGAEo8q,Marc Cotterell,spotify:track:1696gRt3EaTOF1dbowsGzq,Sweet Loving,['soulful house']
0.643,0.511,9,-5.622,1,0.0302,0.276,0.0,0.0654,0.705,140.075,spotify:artist:4OPT1Yq4IebqHXf2laxwFH,La Nueva Cuadra,spotify:track:4cUVnYWaITwqFCl9hlwiL9,Como Tu Ninguna,[]
0.742,0.593,8,-7.007,1,0.159,0.23,0.0,0.106,0.545,155.056,spotify:artist:1aY1P3ktsbNmqgaM8xLiSC,Tazz,spotify:track:6IZ9WvSvrox2zIb5UnsJUu,Greatness,[]
0.711,0.806,7,-4.692,0,0.0654,0.127,0.0,0.345,0.79,107.961,spotify:artist:6BeaPpdgW7R4Q1ZGqENbV0,Tancredi,spotify:track:7jQjC63euHxAuB9ZEo8Bw1,Las Vegas,[]
0.509,0.772,1,-7.009,1,0.0683,0.0284,0.0,0.431,0.588,103.594,spotify:artist:13Ih2zQplwLULKBhSttrAF,dereck d.a.c.,spotify:track:0k6E833pJAMlyF1xji6cFa,dereckVSLIFE,[]
0.675,0.69,1,-5.532,0,0.331,0.273,0.0,0.11,0.713,171.972,spotify:artist:2VufzHUvZJoZ4WaZ76rq5m,חובי,spotify:track:3fuJzhoFipmJtIYoV6dIW5,בסוף הכל נגמר,[]
0.537,0.64,4,-8.277,0,0.0374,0.405,1.03e-05,0.651,0.55,138.9,spotify:artist:1Sbn533a3TmseHmdYtGElm,Orellana Lucca,spotify:track:3UzT8AafWhrJR9mfwckIL8,Quemadito por el Sol (En Vivo),"['folclore santiagueno', 'folklore nuevo argentino']"
0.651,0.618,7,-6.465,1,0.0359,0.193,3.32e-06,0.315,0.631,78.79,spotify:artist:3hZWmHNZbdwBOlBijYuu3k,Baskery,spotify:track:111DwwRzIHWwV0fk9Eo2SP,Rock'n'roll,['swedish americana']
0.606,0.527,11,-6.128,1,0.0728,0.712,0.000141,0.133,0.299,89.92,spotify:artist:1id4EoPVo5qfzdP5gMf5U3,Kaf Malbar,spotify:track:0eKg6Yc5QT7x76vfwUWmsK,Indikaf (#AnFouPaMalStaya),"['reunion pop', 'sega', 'zouk riddim']"
0.753,0.618,7,-5.537,0,0.0474,0.364,1.53e-05,0.0528,0.773,80.034,spotify:artist:1id4EoPVo5qfzdP5gMf5U3,Kaf Malbar,spotify:track:6ks8DQhlbcWtPTggyfBXci,Parle moi d'amour,"['reunion pop', 'sega', 'zouk riddim']"
0.895,0.625,10,-4.443,1,0.0798,0.185,0.369,0.135,0.0847,125.073,spotify:artist:4vhBj1tAmj0jreQyGM7s9W,Kurei,spotify:track:4eUiPYexFyDjE7X64yEzBI,Dreamin,[]
0.449,0.947,6,-2.868,1,0.0948,2.09e-05,0.0344,0.424,0.28,130.084,spotify:artist:5wwviFABtIwG8zE0LRDYDU,THE DEV,spotify:track:7IGmeniM1uFzQ3hWfCCGTg,shameless life,[]
0.489,0.964,7,-4.368,1,0.052,0.00078,0.0,0.0708,0.64,90.99,spotify:artist:6mwcFKLMhV9053EjOdRq9m,Love Equals Death,spotify:track:4TINyzj9V0bkwg4bgfn3eq,In My Dreams,['skate punk']
0.735,0.534,10,-11.03,0,0.279,0.148,0.0,0.0401,0.468,90.034,spotify:artist:4mDNsHrB0lnzjZFch7l11W,Fusion,spotify:track:5pbwR48vYtGasqqYsrvVQr,Ride 4 U,[]
0.243,0.663,4,-9.625,1,0.144,0.146,0.0,0.238,0.412,87.825,spotify:artist:5szXdklKfOMy4VQAz4L9xG,Mvnu,spotify:track:75IVY5vzibBTkWx3L1TH91,inactiv3,[]
0.663,0.398,9,-6.803,1,0.0375,0.578,0.0,0.0786,0.216,119.814,spotify:artist:2TbxIg7Uh5WdOZCIcZR6j8,Johnny Bliss,spotify:track:7KfeEumMOGUgsjtkogbc5V,Me Canse De Esperarte,[]
0.621,0.35,11,-17.417,1,0.0378,0.965,0.892,0.122,0.424,122.901,spotify:artist:0TcFW70YOAOztSDsYZBhPk,Pau Viguer,spotify:track:0E6FuTSZ4CbuMWydQIuY9n,The Star Bridge (Bachata 2021),[]
0.585,0.961,2,-2.644,1,0.066,0.00055,0.763,0.0631,0.268,150.064,spotify:artist:5Q4ixwdKI9GiCVbxicAseE,Niney,spotify:track:6TYjZibL4fJxPjp34c562q,Giulia,[]
0.588,0.679,0,-7.569,0,0.439,0.142,0.0,0.103,0.695,180.068,spotify:artist:2Fv8WvKCkcXUIYYrjnjyUu,POPPY O,spotify:track:4HTMxTKiIhQQ0iUAdgs3V1,Payday,[]
0.474,0.967,0,-2.773,0,0.078,0.00115,0.042,0.354,0.519,159.909,spotify:artist:1rxSxTVyFhE4DpnquAL8Ya,PARADISES,spotify:track:5E5HvKqFcHNQ0WMvw4Yue2,消えないもの,['idol rock']
0.233,0.00684,0,-36.891,1,0.0409,0.989,0.976,0.0892,0.0299,90.285,spotify:artist:6xxFSAtDrxDe6R2qzGyz9d,My Arctic Dreams,spotify:track:6kkjOAJWPEehyUXZRPW8Vm,Midnight Sun,[]
0.838,0.659,1,-6.753,1,0.0856,0.00499,1.11e-05,0.0966,0.561,155.066,spotify:artist:1qf2kPZXP7njOWTYfbBQBG,Nexxt777,spotify:track:0wYe9PN0PVfEWuAnWcQR3b,All Day All Night,[]
0.501,0.363,7,-8.345,1,0.0267,0.494,0.0,0.113,0.256,136.049,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:0ZEu5fTg8GITIBqeu7nyqs,Begging You,[]
0.592,0.363,0,-8.655,1,0.026,0.898,0.00457,0.128,0.461,139.953,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:0XwXUPJOs4KAnY2WxJfon6,Can't Live Without You,[]
0.575,0.411,4,-8.512,1,0.028,0.574,0.0,0.103,0.217,139.816,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:6cUTxSKrx0H1uoatKEXLpM,Give Me a Chance,[]
0.543,0.12,0,-11.21,1,0.0335,0.975,7.86e-06,0.121,0.264,126.563,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:1RUHIinna55D5315rjj9mD,I Am Just Your Guest,[]
0.606,0.325,5,-10.712,1,0.0281,0.848,3.15e-05,0.0965,0.226,135.942,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:2eWsGgYGzEv80UGCgGb6XD,Loser,[]
0.441,0.284,2,-8.122,0,0.0292,0.789,0.0,0.359,0.162,139.848,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:1FXYU05Pol8FZ14t78MSVl,Mom,[]
0.549,0.189,7,-12.503,1,0.0305,0.97,0.0317,0.0952,0.252,59.997,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:5F11XljSYtynPo4cIpsl5R,Powerful Love,[]
0.629,0.423,2,-5.681,1,0.0258,0.735,0.0,0.0881,0.341,107.986,spotify:artist:04qxQxCd7Fs6nujRUVp0p7,Patrick,spotify:track:3ynsxvnkbfmkL5h1PEFwM0,Who We Are,[]
0.651,0.0362,3,-23.366,1,0.065,0.991,0.922,0.113,0.0744,79.971,spotify:artist:2rK196hFJVXyAO8OM8zQV5,Jim Pearce,spotify:track:76GtqwsFUE0h84sXSs5ICa,Tender Story (Solo Piano Version),[]
0.527,0.892,2,-6.422,1,0.0353,0.00634,0.879,0.527,0.0348,131.998,spotify:artist:7A3BqUqertjS8u4ARJITB3,Eloquentia,spotify:track:38PKqTWKn4Kc3TYTKAX9ZL,Kathmandu,[]
0.517,0.705,2,-4.599,0,0.0373,0.529,0.0,0.0475,0.54,159.907,spotify:artist:1iY2PUn3zm3oqlD3PYf1FG,Asala Yousef,spotify:track:5wmVqK53zhYUwG5QJsygiS,Shou Elli Ghayarak Halqad,[]
0.53,0.656,1,-9.379,1,0.431,0.178,0.0,0.115,0.622,157.768,spotify:artist:7epRBgxRnCYExQQLniY0Eh,Cali Tee,spotify:track:37VYSVTIhe1INEosn7XLCl,Dangerous,[]
0.637,0.612,5,-10.871,0,0.482,0.508,0.0,0.14,0.645,110.37,spotify:artist:7epRBgxRnCYExQQLniY0Eh,Cali Tee,spotify:track:6PX0sc1HWVGvHYHav9mn8e,Imposters,[]
0.582,0.66,0,-6.834,0,0.4,0.0395,0.0,0.229,0.679,171.348,spotify:artist:7epRBgxRnCYExQQLniY0Eh,Cali Tee,spotify:track:0n5NjCKr3ST7tlw6LlnDCW,Lights Out,[]
0.669,0.597,9,-9.421,1,0.345,0.222,0.0,0.0942,0.253,146.125,spotify:artist:7epRBgxRnCYExQQLniY0Eh,Cali Tee,spotify:track:497Hd2T98ZmS3nu0GQUuat,Rip,[]
0.414,0.873,11,-3.761,1,0.0358,0.00324,0.0158,0.322,0.193,130.04,spotify:artist:5w6T6JVm3y1ZMzqUwygP2P,Genders,spotify:track:04QBuUARxDJBxKJCD87f0B,The World Fades Away,[]
0.53,0.671,2,-7.168,0,0.45,0.107,0.0,0.234,0.323,98.436,spotify:artist:0Sxy82sZk3ZuM2X1BT0TP9,Taspay,spotify:track:533tziBrCkpXAwkVpHAcMF,Mahabbatym India,['kazakh indie']
0.753,0.609,10,-5.34,1,0.0305,0.369,2.94e-05,0.0873,0.515,116.969,spotify:artist:49hiV5rM9JMolaqZtCvBK6,Daniel Lee Gallegos,spotify:track:4NHcvAl0EL4IgSazaSRFZD,Las 5 Letras,['new mexico music']
0.506,0.576,9,-5.703,0,0.278,0.402,0.0,0.422,0.709,94.144,spotify:artist:5K44yuP8WLPHoyvXNXOtED,Bash,spotify:track:0q4VfthNmZlrGy28HK7ArS,Personal Trips,['rap lyonnais']
0.676,0.475,9,-12.965,0,0.0506,0.597,0.714,0.0864,0.697,174.079,spotify:artist:6XNVS368DsHgwagixSnYEM,Lucas Bakker,spotify:track:08aiCbxSwtGYv0sbJKpJ5K,Warm November,[]
0.522,0.82,10,-7.255,1,0.244,0.724,0.00105,0.945,0.662,78.713,spotify:artist:3nx4nwQsxMjusFPMOTM73k,Dori,spotify:track:4xR19KriwnvfMCph9t061a,Selfless (Radio Version),[]
0.595,0.554,9,-6.286,0,0.0505,0.461,0.0,0.152,0.675,152.15,spotify:artist:1YaPVGgLPvHiWmDgClM4Lm,דודו דרעי,spotify:track:1Wfvz3QQqNYUkpxtRl14jE,מלך העולם,[]
0.503,0.475,2,-9.129,0,0.028,0.462,5.91e-06,0.106,0.499,135.017,spotify:artist:1UBFojTTRV0Km6zFqBU6CN,Ali Baran,spotify:track:29XeYGWSt4fj3NVkhfgQSH,Yar Selasız Gömülsün,"['karadeniz halk muzigi', 'kurdish folk']"
0.406,0.317,4,-12.046,1,0.0446,0.948,0.911,0.107,0.536,79.041,spotify:artist:4G9i8q3qR1exXxJTSBjpZi,Kenta Yago,spotify:track:0SpMOdJFuSbNqnPHWt9hds,The Story of You and Me (Classical Guitar Ver.),['japanese guitar']
0.771,0.0673,10,-13.731,1,0.0403,0.734,0.946,0.108,0.0777,80.017,spotify:artist:4p1Ly1jh823QcDEcDhsSan,Des Lilas,spotify:track:3Y0scGsRkJQoTBtwsjyU5L,Istambul,[]
0.706,0.557,8,-10.738,1,0.126,0.701,0.0,0.113,0.688,127.999,spotify:artist:3VW2D7qkqjt5RpHecEjaNO,MIMS,spotify:track:4ZuMCA1dhXxBKKRvokTNew,Les notres,[]
0.809,0.679,2,-6.264,1,0.327,0.177,0.0,0.361,0.499,118.012,spotify:artist:44lzFVYV0WHYP9vSX9angX,Bulletproof,spotify:track:4OoH8YjyQ69DPYLr4KLKNn,Jz,['nz dnb']
0.342,0.29,10,-12.241,1,0.0284,0.812,0.0,0.099,0.191,151.837,spotify:artist:5zumJlBsrMxr2it0A3R0Gp,Lotus Sky,spotify:track:2yOn3AqqoDcWrBDhMHeaJO,You Are Love (Ho'oponopono),[]
0.834,0.826,6,-5.237,0,0.0874,0.0454,0.0,0.0254,0.604,106.024,spotify:artist:3uhmYgpdouANfuan9nk0tq,Timbali,spotify:track:5NIQNEaWyaGWIXYG3sgGpI,Killing Sound,['uk dancehall']
0.707,0.783,10,-4.478,0,0.0614,0.0761,0.00127,0.232,0.408,103.995,spotify:artist:4ShE7wCF0RMTY9wbQhSDXf,Elijah Jamal,spotify:track:4D1lZTZf1IrpJNYvocEVs7,Rock with You,[]
0.576,0.39,8,-6.821,1,0.0251,0.578,0.0,0.145,0.289,109.436,spotify:artist:5t9knUUhxtQuXQtYPRPV86,Fraire,spotify:track:41JYtpaDKGiOLwY0AMEw9o,Mi Santuario Eres Tú,['latin worship']
0.818,0.518,8,-10.231,1,0.336,0.0892,0.0,0.188,0.576,99.99,spotify:artist:6GebSQv9yjXJND5hHIaQfY,MIKA,spotify:track:48BMLy3MzIRO5n5abnlYLa,Anxiety,['pop nacional']
0.749,0.6,1,-8.997,1,0.0548,0.346,0.000112,0.0888,0.182,99.983,spotify:artist:2dvgzXyqlwfDgsJcVpZoWh,Jackson Pierce,spotify:track:4jlPUSTEHweKrlWhEvAOeH,Look up at the Sky,[]
0.519,0.52,0,-7.469,1,0.0309,0.395,1.02e-05,0.335,0.157,112.049,spotify:artist:0laMRbnKacdf1ueMabXUPO,Ruan Josh,spotify:track:5B6RmGbLrxQHp5CYsFHNlm,Go Rest High On That Mountain,[]
0.432,0.624,3,-7.557,1,0.0434,0.519,0.000434,0.126,0.428,141.353,spotify:artist:5vzJRICN1EYw1evNQ55Ttl,Rickolus,spotify:track:3VGMx1nsJsXayomm1FmF1C,Beach Town,['jacksonville indie']
0.669,0.401,0,-6.403,1,0.0294,0.119,0.00406,0.108,0.0876,96.983,spotify:artist:5nxZIgo7DavlytCT1lfCxU,Becky Krill,spotify:track:6TUETCatO4QOxJ7Sxbkn3F,You Win,[]
0.792,0.901,6,-4.686,0,0.342,0.00988,0.0525,0.257,0.558,126.018,spotify:artist:38ry7phGphvGGKVmxgpUkn,Mikesh!ft,spotify:track:5jK68SRp0ifYxsQDoAJCMW,Hopeless Romantic,[]
0.615,0.995,0,-5.812,1,0.0445,0.00339,0.865,0.143,0.92,127.013,spotify:artist:1z1V8o4cq5VNtAU05T2q4W,AmyElle,spotify:track:68pyMFPW2TOrCrjnbytDk5,Animal Kingdom,[]
0.551,0.964,9,-0.357,1,0.162,0.00948,0.000857,0.0498,0.0677,109.998,spotify:artist:1CQdQtjPIH8Sq4n3N75ITU,Toxic Inside,spotify:track:2nFoQAVfqEyGpbRcr27ZuO,Game Over,['uptempo hardcore']
0.369,0.816,5,-8.826,0,0.0448,0.000292,0.775,0.117,0.0977,129.945,spotify:artist:5cPUN130LHKFDyuzMPe1LL,Young Mountain,spotify:track:091uOFTDkAVc1TpeWKVypy,Worm,"['blackened hardcore', 'swedish post-hardcore']"
0.396,0.798,0,-5.187,1,0.222,0.167,0.0,0.385,0.518,176.091,spotify:artist:5QHNZnpJLUCAhE76WlGPrj,Ejercito de Sion,spotify:track:7D4OSmbmjvXuZ32IO97yov,Sin Amor,['rap cristiano']
0.712,0.493,0,-13.254,0,0.491,0.709,8.02e-06,0.0956,0.159,77.382,spotify:artist:3DzZYAqD6HAy1XVai7Udb8,Zeno,spotify:track:43A9uOHOWeTDVoGh6Tm4Bn,Reverse,['dutch trap']
0.545,0.528,8,-10.03,1,0.031,0.0939,0.95,0.081,0.0452,74.992,spotify:artist:24JAXboXlwPxBAMNY8wXBA,Sombre Lux,spotify:track:1TNtHPKOZ0pFq6cwmxINFs,Into Darkness (The Androids March),[]
0.376,0.513,9,-7.267,0,0.0362,0.416,2.63e-05,0.358,0.323,130.932,spotify:artist:3CkxKmvLYZ9n0VyxCyQh8I,Cody Barnett,spotify:track:6efBAPGArrxNSJY32rTJIu,Miss You More,[]
0.815,0.854,9,-1.931,1,0.15,0.0915,1.13e-06,0.201,0.875,108.03,spotify:artist:4koQLefRqeoEQcHYt4lMKq,Marlon McClain,spotify:track:6YGr9FevwAYqqOiHROyTIb,AIN'T NO STOPPIN NOW,[]
0.83,0.72,7,-6.403,0,0.0384,0.0607,0.0,0.418,0.741,111.998,spotify:artist:7iOdghbqbg5ttvRxkSswJP,meWE,spotify:track:6LiT1Zj1JYIieiJaS3mqrU,Beyond the Tragedy,[]
0.643,0.647,0,-8.165,0,0.149,0.00679,1.11e-05,0.142,0.397,168.035,spotify:artist:7iOdghbqbg5ttvRxkSswJP,meWE,spotify:track:2A1zEoanyjILTPNRZE6oJy,Cold Blooded,[]
0.798,0.918,3,-4.181,0,0.356,0.111,0.0,0.144,0.649,155.106,spotify:artist:7iOdghbqbg5ttvRxkSswJP,meWE,spotify:track:5IQ0zeqldqduyW0rAvk5hz,Hustle Everyday,[]
0.792,0.682,6,-6.856,1,0.0717,0.325,0.0,0.397,0.823,120.007,spotify:artist:7iOdghbqbg5ttvRxkSswJP,meWE,spotify:track:0Z2fUJJRUZLLmHscVjgyVW,The In,[]
0.907,0.543,8,-10.693,1,0.247,0.119,0.0,0.0766,0.52,99.067,spotify:artist:0y1aUJVNLQf74CIVvkwsk8,03jay,spotify:track:085Fyzz7IqN17ba883vtMB,DTB (Remix),[]
0.702,0.578,7,-9.079,0,0.0719,0.455,0.461,0.143,0.647,94.968,spotify:artist:1gHVsEU3RzvFGjCHp2epJp,Santtana,spotify:track:6b8dfo6Ui5jvM7J7EWYBhD,Geral,[]
0.722,0.429,0,-12.153,0,0.125,0.682,0.268,0.135,0.4,137.101,spotify:artist:3zs8VMWW09LfFvFjNrurur,Vini Paff,spotify:track:38D53z1nOq74ZzEPby0pEi,no matter how high,[]
0.784,0.664,1,-8.871,1,0.146,0.467,9.02e-06,0.345,0.779,98.947,spotify:artist:2WfdkwRfxZSmaSv6eztQhO,Pudge,spotify:track:4RePfpiXoG4S0zjESRnTzL,Lampin',[]
0.77,0.523,4,-9.407,1,0.0304,0.435,1.66e-06,0.152,0.454,110.048,spotify:artist:2KN5yjtgWrwUNAzHCxdZbe,Maya,spotify:track:4QJynMkhaHXwcNS4XLyWr5,Hard Love,[]
0.647,0.245,4,-11.525,1,0.0392,0.606,0.0114,0.428,0.0768,113.987,spotify:artist:2KN5yjtgWrwUNAzHCxdZbe,Maya,spotify:track:4B90gZOM19NcdbOlh5ZJV6,Lose Control (Demo Version),[]
0.736,0.493,5,-8.32,0,0.333,0.107,0.0,0.0681,0.293,176.113,spotify:artist:1A5mZP754aZQNLJTk1Uxxe,Mahu DJ,spotify:track:6DbcGDPQEy4i2HpwLPXk8y,Bubble Gum,[]
0.567,0.54,0,-6.863,1,0.204,0.0771,0.000243,0.0557,0.838,76.116,spotify:artist:1A5mZP754aZQNLJTk1Uxxe,Mahu DJ,spotify:track:3q1kHwXYIjpSpAnLbPHu8L,Mala Costumbre,[]
0.331,0.795,2,-5.743,1,0.0616,0.129,0.0,0.0564,0.183,199.965,spotify:artist:5Fqu2dYwt7GFleLcxCEYKE,Selfish Sons,spotify:track:1yPJFmQIbcwNF3IxMJ4GU0,Anything,[]
0.443,0.481,9,-8.749,1,0.135,0.602,0.0,0.0918,0.357,138.546,spotify:artist:4jL4ODsLknRn6VMl4R2gUC,Jonesmann,spotify:track:11HtdLH40g9lNRHZiK51YE,FCK DCH,['german hip hop']
0.614,0.913,8,-3.292,0,0.069,0.295,0.0,0.394,0.783,146.068,spotify:artist:1SPYtBFfU5U3p2yQG0Wsrv,Şebnem Tovuzlu,spotify:track:46qcjWGNFy1sKOO2rxY8eu,Şah,['azeri pop']
0.817,0.526,5,-6.369,0,0.1,0.0294,1.02e-06,0.0916,0.526,95.935,spotify:artist:58u4YsJTsPL0qWmYsnRoLM,Natnael,spotify:track:36o2f43FZn25K3RX9pwtGZ,Seigmenn (feat. Isah),"['norwegian pop', 'norwegian pop rap']"
