danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_uri,artist,track_uri,track_name,artist_genres
0.769,0.934,10,-5.228,0,0.285,0.000538,6.04e-05,0.133,0.871,90.018,spotify:artist:3jsxOJ7aipBF4ijXEBZDNb,Sugs,spotify:track:0YV9UF9CRQzk4ckak9T2ci,Stim Sludge,[]
0.581,0.24,4,-12.449,1,0.0915,0.929,0.0685,0.124,0.169,70.046,spotify:artist:2v5PisngtMQhGwRq6k9Bbn,Toranpetto,spotify:track:3mG6gGaELiW1BRXLN45wwP,Dreamcatcher,[]
0.624,0.553,7,-9.47,1,0.463,0.298,0.0,0.1,0.476,126.101,spotify:artist:0vcAfuqLXfoxXlxLsYubnK,Arsonal da Rebel,spotify:track:51Tpu467fCrJgWcIcDT18O,Skies The Limit,['battle rap']
0.725,0.863,0,-3.717,1,0.0448,0.0579,0.552,0.21,0.811,135.018,spotify:artist:7vho3tUevFOENFU0lL4Ufy,Player2,spotify:track:56ADOMU7juisDidKKoCyH8,"Overworld BGM (From ""Super Mario World"")",['vgm remix']
0.83,0.659,1,-6.426,1,0.364,0.246,0.0,0.679,0.712,129.982,spotify:artist:72aE07MxpePfCELo4vGZcK,Mãolee,spotify:track:3jj71z900WVHIi6QLPEFfl,Do Alto do Morro,"['brazilian hip hop', 'funk carioca', 'funk ostentacao']"
0.268,0.948,6,-5.554,1,0.138,1.99e-05,0.821,0.126,0.279,104.066,spotify:artist:0n98EIfTSiyxUZHUojHykN,Sanguisugabogg,spotify:track:58809LVqeKcHN5oPmU3Sv4,Dick Filet,['cavernous death metal']
0.782,0.847,11,-11.022,0,0.0617,0.000463,0.439,0.0502,0.969,124.016,spotify:artist:09b9oXw3X9LhhKA8GJsMDT,Michael Harrison,spotify:track:04VjAxWbKd1BqSRkhnCmzZ,Jabba Funk,"['american 21st century classical', 'microtonal', 'minimalism']"
0.729,0.746,0,-8.429,1,0.0489,0.0195,0.924,0.182,0.104,129.013,spotify:artist:6HWC3HweNpFwBU00BNVCCq,Luke,spotify:track:4S2GTbA1NWamghF1DNAMOY,Acid Low,[]
0.421,0.46,5,-13.978,0,0.0484,0.667,0.786,0.102,0.129,141.702,spotify:artist:0zimAUeLZD9gEVSEgc9RRd,Greg Spero,spotify:track:5cwLYdwwHzdDX749hVQvwv,Being (Tiny Room Sessions),[]
0.686,0.061,10,-18.761,0,0.0567,0.987,0.95,0.145,0.0932,116.07,spotify:artist:6MLRSkthJAbwIdsmMpbyeX,Martin Valsted,spotify:track:6zuhiUECGL4KXmxeQRptmo,Free Spirit,[]
0.657,0.522,2,-10.112,1,0.0462,0.00109,0.81,0.172,0.215,143.018,spotify:artist:0Tze8Gw1ML0ApNSPytouXg,Hkmk,spotify:track:7064h0tQ2RT7CnHqdDy7C9,Volta,"['beats', 'traprun']"
0.669,0.884,8,-3.69,1,0.0423,0.00102,0.858,0.187,0.558,127.98,spotify:artist:0fWcljGcj09NiZOi0S7xr2,Dawe Velli,spotify:track:7dPr3fbjfSpCP4ZJ2MMk1s,Lets Bring It Back,[]
0.766,0.941,8,-4.4,1,0.149,0.0161,0.0831,0.0834,0.36,124.977,spotify:artist:1FGLT6mEhIrPhgqYiU57ro,VINNE,spotify:track:7yzbmcoYotPoOBfuWxbG9l,Clothes Off (feat. Thayana Valle),['brazilian edm']
0.853,0.621,0,-12.511,1,0.0552,0.0114,0.886,0.0584,0.877,119.981,spotify:artist:4fN32efNcPfJXVJ151noby,Jungle Fire,spotify:track:3X2S7tWAmZwlPK3KVlL2Op,Village Hustle (Bosq Remix),"['afrobeat', 'latin afrobeat', 'nu-cumbia']"
0.807,0.221,8,-15.753,0,0.102,0.449,0.756,0.189,0.691,154.069,spotify:artist:6WwtlQro5BLp8shiYv4TI4,Asuoni,spotify:track:6UeFHY6IWTqsTuYIFG31oA,Palm Trees,[]
0.421,0.694,9,-5.468,1,0.0265,0.364,2.45e-05,0.287,0.478,183.055,spotify:artist:3t2PSEm5iBJJt3UBKoU34g,Grupo Linaje,spotify:track:4dPW5bTYAJqU6njrTn4sMm,Nacio El Amor,['corridos cristianos']
0.81,0.364,1,-8.0,1,0.218,0.613,4.49e-06,0.483,0.126,149.903,spotify:artist:4SXhj3NqYExbHwRacypqaH,Scott Isbell,spotify:track:4Ct1ovu9zkxObUtX4R0ndH,Wazoo,[]
0.762,0.592,0,-9.912,0,0.0394,0.0395,0.385,0.112,0.12,121.009,spotify:artist:1NV43ZTBjJoTb5g9YuSYZ1,Andros,spotify:track:3Tj59jGpy30GrBHLYjpiof,Forest Vibes,[]
0.626,0.729,2,-5.33,1,0.0392,0.306,0.0391,0.251,0.59,155.928,spotify:artist:0E3cEVYtLoCynbiTacznbQ,Zach Salter,spotify:track:4P7uLn5IevsdQ03h43Qk5f,HARDWAY,[]
0.787,0.64,1,-7.103,1,0.0442,0.069,0.0,0.118,0.558,102.028,spotify:artist:5eAZLsVlw4VKkwtQS9cfrX,JSON,spotify:track:5Wsl7PpqRDGGrhZ2kHIDoz,Whine up Pon Me,"['christian hip hop', 'christian trap']"
0.656,0.475,0,-7.957,1,0.0393,0.534,1.67e-06,0.0829,0.326,129.383,spotify:artist:5eAZLsVlw4VKkwtQS9cfrX,JSON,spotify:track:7FvVQawohn52RBxBA3QpUK,You Want Me,"['christian hip hop', 'christian trap']"
0.839,0.692,2,-3.137,1,0.0476,0.424,0.0,0.136,0.652,129.92,spotify:artist:27mVhYvJa7apj1zCoZ9TF2,MC Neguinho do Kaxeta,spotify:track:42OmZ8qE2Lfm9gWXZ1p2ZV,Parece que Trovejou,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
0.513,0.48,4,-6.362,1,0.0257,0.129,0.000247,0.133,0.281,74.987,spotify:artist:0GgEXglm1E4YoSaIkI5wW7,Mel Ody,spotify:track:6acFkWXHYn3O31pFgZv0uu,Pedestal,[]
0.556,0.57,1,-8.0,0,0.0598,0.261,0.0,0.113,0.529,66.062,spotify:artist:5Hz3IW691fbgGqLk4yvlNN,Tayler Holder,spotify:track:0mUWV7sAT17gHP2g8cC7xV,100 Rounds,[]
0.795,0.373,6,-13.329,0,0.336,0.728,7.1e-05,0.148,0.382,83.072,spotify:artist:3hJDFvn5at14nstUHxTvaV,T.Y.S,spotify:track:0fMSCEFAiFdlUAcJDFFq2t,Nefli,['dominican pop']
0.532,0.0219,4,-29.254,0,0.0349,0.989,0.913,0.102,0.152,84.994,spotify:artist:55z4KwY7WsGCD3FBko51zm,Santi Reed,spotify:track:4iHxZtaScW8fgB2f3buwBG,Dreamer,[]
0.658,0.467,3,-17.749,0,0.0934,0.754,0.00302,0.219,0.249,86.546,spotify:artist:6x7vGmycbgmj5h2kexW5fY,NIVO,spotify:track:7qjNn2oIZexfIcBizTMWp1,Bad One,[]
0.665,0.333,3,-13.998,0,0.0427,0.762,8.07e-05,0.0917,0.629,134.75,spotify:artist:4Y2MZ2fgxA4Alj8Sbld82C,Esencia Humilde,spotify:track:4Zcf3m9yQUcO71kQLrZh46,La Amiga,['corridos tumbados']
0.706,0.539,4,-8.905,0,0.144,0.213,0.0,0.15,0.325,136.759,spotify:artist:29oxNzGelru3uZdUhw11S2,Vino Tarantino,spotify:track:6XYYtCc27aTeXTTIUWqlA9,Toxic!,[]
0.844,0.721,2,-6.626,1,0.271,0.284,0.0,0.226,0.682,129.996,spotify:artist:3ZEIXKN5zTzpaxJpgNh8EA,Max P,spotify:track:0J7Y9rGPXtBjvzvdkJ5ava,DEEP THOUGHTS,['vapor trap']
0.951,0.876,1,-7.917,1,0.471,0.157,0.0,0.114,0.251,102.015,spotify:artist:3ZEIXKN5zTzpaxJpgNh8EA,Max P,spotify:track:7GYuweW7k4sowbRCmGLB9g,PROBLEMED CHILD,['vapor trap']
0.539,0.341,5,-11.036,1,0.15,0.67,0.0,0.102,0.298,142.874,spotify:artist:7frYUe4C7A42uZqCzD34Y4,Sultaan,spotify:track:3eaNh313EVtEOh4dmHOqrA,Gora Rang,"['desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']"
0.537,0.617,7,-8.003,1,0.0383,0.0698,0.0,0.144,0.207,156.072,spotify:artist:3RBbPmeuOZUZK0xtR32fHy,I'm Geist,spotify:track:79fNXrTeSBk09ekEseu3Fv,Lightning,['emo rap']
0.495,0.574,9,-7.552,1,0.0384,0.218,0.0,0.115,0.0772,84.101,spotify:artist:5MPsaugll7lskvPsYaRvGr,Downer Inc.,spotify:track:0Gld5jTU8hedwPD4z2FXgl,Home (Acoustic),[]
0.725,0.514,6,-9.179,1,0.235,0.00945,3.37e-06,0.0411,0.948,117.977,spotify:artist:01VsXNrszWERedrdHgRVH2,Ferraz,spotify:track:7hxV5HM4h9It4X7EoHyKkU,Nada Temes (Never Dull Remix),['r&b en espanol']
0.834,0.786,1,-3.339,1,0.0566,0.112,7.67e-06,0.0651,0.779,87.936,spotify:artist:4KXIxHcPgLB1xiPXZHlqxf,BCA,spotify:track:32rcVS2rtQKDqS0EAkdZAk,Lucia,['panamanian pop']
0.699,0.718,7,-9.734,1,0.0487,0.156,0.945,0.105,0.133,130.002,spotify:artist:3VRvi42U8SsiT4YKP5LNCB,Extrawelt,spotify:track:2HbdW3RrAZbbKca5SPuaaj,Murder Ballet,"['deep euro house', 'electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'tech house']"
0.725,0.599,6,-9.717,1,0.211,0.184,0.0,0.089,0.479,160.035,spotify:artist:7waXxABXcH1dI7ecdyvc7q,Kai Wolf,spotify:track:5Qe6k6SZl1T2QjVSTB5Gm1,Preachin',[]
0.7,0.838,2,-4.319,1,0.0624,0.0128,0.886,0.519,0.574,167.027,spotify:artist:6ecMA7zUaPlQT0SknNhknO,Adam the Shinobi,spotify:track:03YA2L2ATJMBtuubpW71c7,Doom!,['phonk']
0.618,0.668,0,-8.311,1,0.383,0.406,0.0,0.0716,0.669,170.119,spotify:artist:54U7OiU7yC2eB4Ij71sqlW,Droow,spotify:track:5DOzirdPyTEe6JJe9yXpTA,Forial,['rap conciencia']
0.265,0.236,1,-14.579,0,0.0398,0.894,3.68e-05,0.147,0.422,76.635,spotify:artist:70FHBfTlsWuQy0TwBh93zR,Josh Rabenold,spotify:track:783AfB98ZqBJBDkddsN1o6,Moral Compass (Red Wire Audio Live Session) (Live),[]
0.726,0.59,1,-7.752,0,0.464,0.032,0.0,0.127,0.728,175.978,spotify:artist:4RRP6RwZ4I8tnpnHgJ38yl,Ben3detti,spotify:track:0Ydi4TpHL3DDSeJSFVk1FB,San Valentin,[]
0.755,0.487,10,-10.847,0,0.287,0.00817,0.0,0.315,0.415,120.002,spotify:artist:63hVwLhQ5O98BqNzKsxRUy,Slimeball Mk,spotify:track:5BWma2564SM1VDh2JSKriV,Wanna Be Like Slime,[]
0.616,0.204,2,-10.628,0,0.0361,0.336,0.01,0.257,0.139,130.074,spotify:artist:6TOflOHBbU9dNgQ8RirZax,Crook & the Bluff,spotify:track:6CIs24RDMWKSPPNFY5drS4,Ballad of Blue 52,['slc indie']
0.661,0.352,4,-12.459,1,0.39,0.517,0.00096,0.113,0.0562,67.99,spotify:artist:22d6nqxq33gYU50eC0YV37,Aj,spotify:track:1Baa7uUpIkGEdMjQQD7cXk,For The Night,[]
0.877,0.468,7,-12.814,1,0.126,0.244,0.000152,0.0903,0.341,105.989,spotify:artist:22d6nqxq33gYU50eC0YV37,Aj,spotify:track:1SenXZpBIkbcgDwV3RMdJe,Icey,[]
0.787,0.69,11,-10.565,1,0.134,0.0269,0.901,0.0905,0.0372,131.98,spotify:artist:1ToWoFmtIc9NTPFy7lR690,Microdot,spotify:track:5QBr6XSXOn9T3KenVpWalj,The Underground,['k-rap']
0.666,0.665,5,-6.279,0,0.402,0.053,0.0,0.238,0.684,90.054,spotify:artist:4hBDLoL6my48h35vVA9i61,Lil Agz,spotify:track:5vOak4UaKrYZ1QUrc2ZmdG,LESSONS,[]
0.207,0.118,9,-14.875,0,0.0338,0.973,0.854,0.0791,0.0378,103.381,spotify:artist:3jl4RqBaeZYoAWsj0rOOYc,Aron van Selm,spotify:track:5Zzj1c92OUa9GEjj794UIG,Breathe,[]
0.519,0.439,4,-8.458,0,0.0255,0.143,0.00377,0.265,0.195,105.058,spotify:artist:6m9fysdVTyH0KxNhG3DDaT,Pure Obsessions & Red Nights,spotify:track:7FhZlRbzc2wwfkWjVgLmv6,Your Own Enemy,['industrial metal']
0.506,0.582,11,-8.141,0,0.153,0.348,6.38e-06,0.115,0.669,61.165,spotify:artist:6gP0wnbpPZzEbK8f3rfYbK,Dro X Yani,spotify:track:2e13LKW1GO1uP5N80iztba,Ambulance,['kompa']
0.409,0.373,11,-12.763,0,0.112,0.00971,0.0,0.139,0.412,91.827,spotify:artist:1BrFcFtIp3ZqvuI5C0VcK3,MC Luan da BS,spotify:track:70TOq8IEGaLgTum1SEu59X,Outras Vidas,"['funk bh', 'funk carioca', 'funk ostentacao']"
0.741,0.547,10,-5.304,1,0.0274,0.563,0.0,0.106,0.626,97.501,spotify:artist:4sRpBsZEAjN53KT7mgPKAJ,Los Consentidos,spotify:track:6ehUnoz9QUS4VIuZcnwemL,Hola Chiquilla,[]
0.402,0.659,0,-7.329,1,0.0298,0.128,3.03e-05,0.266,0.212,108.05,spotify:artist:6Y9L2UoclnoOMGgKfijaNH,Alina Gingertail,spotify:track:79nVkMpcTXs5Rxf2DzPHzf,Call Of The Mountains,[]
0.653,0.097,9,-16.446,0,0.0308,0.873,2.67e-05,0.128,0.292,106.005,spotify:artist:6Y9L2UoclnoOMGgKfijaNH,Alina Gingertail,spotify:track:2wJslFzPbjzlfvBrAJ72a5,"Tale of the Tongues (From ""TES V: Skyrim"")",[]
0.782,0.262,5,-15.724,1,0.11,0.311,1.56e-06,0.163,0.291,102.054,spotify:artist:5grusMtV0pDYCTusPLrWM2,Txmmy,spotify:track:4x3KkOHz6l1Ma9sMNnNJPW,XOX,[]
0.695,0.963,9,-3.841,1,0.178,0.102,0.0,0.0813,0.543,128.993,spotify:artist:0nePhMwiSB0tg2bvjNYsba,Lukejxdy,spotify:track:6O1C4vIlJp66V7oG2tvGwV,Paranoia,[]
0.757,0.788,1,-6.964,1,0.0426,0.373,0.0,0.11,0.234,90.037,spotify:artist:2bVDtKxfbj3VQFkRj1mWpy,James Colt,spotify:track:0fdtSWNO4cvAjqhjK5lokK,The Last Time,"['alberta hip hop', 'emo rap', 'sad rap']"
0.546,0.665,9,-10.877,1,0.0727,0.0098,0.0,0.42,0.286,157.537,spotify:artist:59cEBEV5PeX6X5jH4cfX0q,Young CJ,spotify:track:4YbDZ3qkmhnah1f2DzYdCF,Flex,[]
0.774,0.629,8,-4.982,1,0.143,0.0574,1.15e-05,0.0767,0.44,77.504,spotify:artist:2AZupS7RiLA0sh5uzwsr2l,Joshua J,spotify:track:2VbNBhOi7n7WX1yCVfy77I,No Reply,['dutch r&b']
0.684,0.765,11,-6.443,1,0.0625,0.03,1.14e-05,0.1,0.392,113.997,spotify:artist:4BCf8cjf2cyqkwksisjnNT,Madison Watkins,spotify:track:6aCz7ManE41e3Izujsdt37,Blinded,[]
0.244,0.788,10,-2.081,0,0.0425,0.0146,0.0,0.168,0.224,173.371,spotify:artist:383JjDSp7QaDBAiz2AZZZN,Diverse,spotify:track:4FAXX9ht8Hgf7bTB8Zsp4n,Nirvana,[]
0.67,0.666,5,-7.401,1,0.0736,0.498,0.0,0.102,0.408,160.119,spotify:artist:4yrVT3iI0uEPzTvGBKEiRf,Tmmrw,spotify:track:4y8uaC8xyyIGXZf1xo25gm,Upset,[]
0.891,0.421,1,-7.712,0,0.0535,0.593,0.292,0.102,0.0391,109.997,spotify:artist:5u6VEc0OwUChkBhYfAcSWS,LUCAVEROS,spotify:track:2b81ILx2Hwqx8pQux3iqup,Я за тобой,"['russian dance pop', 'russian hip hop', 'russian pop']"
0.479,0.737,4,-4.08,1,0.284,0.802,0.000669,0.361,0.367,79.8,spotify:artist:2g9CpiC5J4Rwl38OsLholH,Ian Munro,spotify:track:6hG02rEnRp0OblgTnRw0Zf,Hurts (Like Hell),"['future bass', 'nz electronic']"
0.358,0.971,5,-6.639,1,0.0458,0.165,0.943,0.126,0.154,135.985,spotify:artist:1Rkbc6XIHQ89uq9n1a8kGY,Maarten de Jong,spotify:track:7nfwhn5s2UpTXBYxWNnOqH,Alone,"['deep uplifting trance', 'dutch trance', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']"
0.622,0.578,2,-6.454,1,0.0342,0.481,0.691,0.318,0.63,134.872,spotify:artist:4Qr1Yyt6VRNy95DeeXP8kE,Andy Garrett,spotify:track:6pnwzYrLKvEzZugrnpKozh,Arkansas Traveler (Coffee House Version),[]
0.626,0.288,2,-6.866,1,0.0498,0.612,0.875,0.123,0.124,75.118,spotify:artist:4Qr1Yyt6VRNy95DeeXP8kE,Andy Garrett,spotify:track:1Dp6DiBbaeeAi4whNHFppJ,Dreams Do Come True (Coffee House Version),[]
0.514,0.941,0,-3.958,1,0.113,0.25,3.73e-06,0.312,0.452,149.745,spotify:artist:4rgw8A5vcYinpZLDKHrEdV,Satinder Sartaaj,spotify:track:7DhtIjZYjZFUXoFv8fD7C1,Tehreek,"['desi hip hop', 'desi pop', 'punjabi pop', 'sufi']"
0.837,0.653,8,-6.986,1,0.0733,0.273,0.0,0.709,0.688,126.998,spotify:artist:4fCHhderLwLacsIOIKgu3J,Bảo Anh,spotify:track:2eht8tpkxXC0kFRRdcoinX,Xuân Mang Tết Đến,['v-pop']
0.335,0.591,10,-6.152,0,0.0397,0.636,2.53e-06,0.0845,0.304,79.499,spotify:artist:1A8xijumUfwdnPH0wDMeKT,Ragheb,spotify:track:4DJuyYJw1N3Rflw8T9rrja,Ah Baran,['persian pop']
0.687,0.255,4,-14.521,0,0.131,0.052,0.0,0.0694,0.271,156.159,spotify:artist:4hALzk8nJkn6W6ftgC1qzI,Unknown,spotify:track:3zySri8cTxSO4ht5iQpjB4,You Lonely?,[]
0.789,0.896,0,-4.511,1,0.139,0.0241,0.208,0.144,0.432,132.022,spotify:artist:1bZ8OZoO6E3KRtXQrYVNaw,Shapes,spotify:track:3CAi4DyeSwK41oyqVfVr5G,Veins,['bass house']
0.659,0.672,7,-10.731,1,0.0324,0.00347,0.746,0.0968,0.239,107.988,spotify:artist:4ljGdf7WSUgs2gc0TVGNGV,Ali Kuru,spotify:track:3kyFFaZXUjgMQhVaj6lBuU,Stranger to Me,"['ethnotronica', 'organic house']"
0.404,0.329,6,-13.16,1,0.0817,0.865,1.19e-06,0.181,0.687,75.153,spotify:artist:2nGoKcLdXktxEXvMdTDsIT,Alikiba,spotify:track:3XIQM1YXDsVzAvamitRmSO,Infidèle (Live Version),"['azontobeats', 'benga', 'bongo flava', 'tanzanian pop', 'ugandan pop']"
0.518,0.669,1,-6.613,1,0.156,0.148,0.0,0.118,0.483,159.523,spotify:artist:0qrHiWumZtqyV65tKmFWFR,Kendrick P.,spotify:track:3YqpnHNrmmfI2JhYjdwSEL,Where The Love At,[]
0.752,0.548,11,-8.33,1,0.0323,0.022,0.0,0.0868,0.497,139.951,spotify:artist:3k4jvcarEqsGTuUftf6j1a,Yung Xander,spotify:track:7CgFUt6irCrmAvsXuNFD0o,Gøner,[]
0.709,0.787,7,-4.411,1,0.0744,0.125,0.0,0.11,0.588,117.965,spotify:artist:33zGyZkIKniFsuzrFTkZwe,Gabrielle Mooney,spotify:track:04NgbvOZ7SPNXXFYyUTY8h,BAD,[]
0.703,0.632,6,-9.839,1,0.0416,0.029,0.000179,0.279,0.273,124.026,spotify:artist:0YbBm6H6QlKoGl7igoxB34,Happi,spotify:track:01kfSO1x1Lk0jr8U9PEBvQ,Sinking Feeling,[]
0.855,0.477,11,-10.811,0,0.299,0.572,1.56e-06,0.0931,0.307,149.953,spotify:artist:1uf8uSErmKc3JVtmjVBZ83,Azzy,spotify:track:1IL7Vh6Bvlb93oRjpfT9vX,Tá Sentindo a Onda,"['brazilian hip hop', 'funk carioca']"
0.706,0.382,0,-12.946,0,0.0715,0.674,0.000787,0.16,0.239,125.925,spotify:artist:3stKuoGxVciVL8qXRRbzxI,Susan Wong,spotify:track:7p2aG6TarFAhI00txRqrv9,Manjusaka,"['audiophile vocal', 'contemporary vocal jazz', 'jazz pop']"
0.379,0.938,6,-3.541,1,0.17,0.00948,3.81e-05,0.0989,0.397,170.11,spotify:artist:0Vpv5NQP45aoAwj2XvWowr,DJ Noriken,spotify:track:0hcu80huViWXXgblBH9STD,Let You Go,['j-core']
0.522,0.466,0,-9.143,1,0.027,0.125,0.00224,0.0582,0.324,74.492,spotify:artist:2aGUDAsWVwhbc8bnqNx5Ho,SinCrawler,spotify:track:7JP98L2LcA6VyAtABvGBm1,Can You Take Me There,[]
0.654,0.727,0,-6.041,1,0.042,0.137,0.0,0.791,0.781,140.082,spotify:artist:18mzCRQrbmF9fsWQo3TUuE,Nick De La Hoyde,spotify:track:14xlzzRVu9mYd9R0wuOKNw,Anxiety,[]
0.707,0.562,6,-9.751,1,0.0664,0.654,0.112,0.117,0.26,141.988,spotify:artist:41gxyJbzbAaChEyrZ9j3rv,Ouri,spotify:track:4X8H3kzgLqSYQTLEkeOMW7,Too Fast No Pain,"['electra', 'montreal indie']"
0.852,0.491,1,-9.51,1,0.0567,0.691,0.0,0.0926,0.74,115.977,spotify:artist:0FGdeSLMOmFkBzdYRO3gCX,Leeson Bryce,spotify:track:4xb78ychlrqUtoTVgl7R1u,Mind on You,[]
0.724,0.214,0,-11.761,0,0.0534,0.82,6e-05,0.0946,0.416,136.434,spotify:artist:4nWMNl9Y8X0eRGNoYlsAwD,Enzo Enzo,spotify:track:6VktlaluXn2TLFDIOZG44W,Balais de crin,['chanson']
0.615,0.599,1,-6.345,1,0.0282,0.256,0.0,0.0988,0.397,124.009,spotify:artist:6h7LtkzHunGiOPhnv3HHVd,Avraham Tal,spotify:track:5rg4MXC9LBysvrBLrt6i3O,אני שלך,['israeli pop']
0.572,0.669,10,-3.539,0,0.222,0.00324,0.000393,0.116,0.575,151.762,spotify:artist:565Oqxr2yziJjAb7RUmHr9,KITAH,spotify:track:6a1bcphO60wjPFKhYXYIKi,Bubbaloo,['trap dominicano']
0.567,0.772,2,-6.841,1,0.0742,0.104,0.0576,0.0907,0.21,100.849,spotify:artist:7a9a1rfEgOYQVJrPUKfl3k,Cjbeards,spotify:track:0Te0aootGvPZNVDRNf3tV4,Human,[]
0.682,0.664,1,-7.897,1,0.223,0.383,0.0,0.0724,0.446,94.967,spotify:artist:4zolagH3OZQIKU949nVQPZ,DooWop,spotify:track:0aIAiWfsrxSYERb6oJB9Gt,Different,['chicago rap']
0.449,0.662,1,-6.838,1,0.395,0.0671,0.0,0.212,0.557,203.082,spotify:artist:7sRcFMRopDFkNGMlbuXd4s,Swervyy,spotify:track:55gVUvc4kg1UXuPcOwePd0,Cool A$$,['cali rap']
0.781,0.549,1,-7.538,1,0.256,0.259,0.0,0.0724,0.187,141.885,spotify:artist:5zyFGZT9upznN1km4yW6GQ,Rich Rocka,spotify:track:1Y0le2dCmOG0NbhyR8ONGR,Watch Em,"['cali rap', 'west coast trap']"
0.67,0.395,7,-9.591,0,0.586,0.474,0.0,0.127,0.628,128.005,spotify:artist:0v7n7KWfzG0Gg4grOnHdg4,Perri Jones,spotify:track:0h7gHaN9VxqxKl26VnIm9g,Issues,[]
0.767,0.688,3,-7.434,0,0.0394,0.0161,0.00325,0.0745,0.249,126.015,spotify:artist:5bayykQX2eN93SZW3Av1PJ,James Kennedy,spotify:track:7DHpK0vVqKbl4KOXXsTjzI,Take Me Home,[]
0.717,0.382,0,-18.008,1,0.0526,0.239,0.151,0.377,0.409,113.009,spotify:artist:04YUMYRt2fPurXkoxnAtN1,TFU,spotify:track:65GDhteR59shdWccczhQmH,Sofia,[]
0.812,0.796,5,-4.527,0,0.0685,0.144,0.0,0.0709,0.672,102.998,spotify:artist:62gbD5grUG3fRC4ww9OX5q,Artur,spotify:track:3HUTecSJJJWfSEeUWa1Vqd,Подожди,"['classic russian pop', 'russian chanson']"
0.744,0.16,2,-17.213,1,0.146,0.552,4.94e-06,0.182,0.225,113.945,spotify:artist:6prgyRIr5Sp9gyTBn7zgmT,Vallin,spotify:track:3GqKsr04xASZ59toGLyMPU,STAINLESS STEEL,[]
0.439,0.401,5,-15.487,0,0.051,0.00855,0.841,0.118,0.0721,126.032,spotify:artist:7qlhXQA7QMXRwHtfTcQoyJ,Infraction,spotify:track:6CIIBidmdIpdz39JSdbubw,Sensitive,['dark clubbing']
0.802,0.386,5,-9.376,1,0.362,0.124,7.5e-05,0.17,0.431,82.493,spotify:artist:02IP3A7iyO9HrXMmd2gDxk,Young Train,spotify:track:2wVw9lKAdTZIPHi2Ssp1P2,I Like You,[]
0.736,0.605,0,-8.048,0,0.0891,0.45,0.0,0.0815,0.392,140.01,spotify:artist:02IP3A7iyO9HrXMmd2gDxk,Young Train,spotify:track:4ljC5iJSTZu0sZ78TeGgCA,Looking 4 Love,[]
0.529,0.71,0,-9.497,0,0.295,0.253,0.0,0.143,0.713,171.95,spotify:artist:0Dlbufr3A5qPlynEzYg3jI,Corey,spotify:track:6XianI9xw6chlKzoBqIm8S,Anxiety On A Pedestal Na,[]
0.647,0.734,0,-4.714,0,0.153,0.178,3.58e-05,0.111,0.212,171.744,spotify:artist:0ZNgJU9U2wVMK2VZ33w6jt,Cvija,spotify:track:3QLqAW006G6txi9X4zd7wy,Film O Nama,['turbo folk']
0.64,0.197,7,-14.783,1,0.0321,0.821,0.00028,0.134,0.0378,132.039,spotify:artist:14XIdoUb2F6xd6XulVPXhF,The Sad Mall,spotify:track:6B5pWyJBbtKDa2uADq2CV6,Lucinda,[]
0.57,0.921,1,-2.305,1,0.0767,0.011,6.01e-05,0.0991,0.316,151.013,spotify:artist:7974sO7NSYmKn0dQgJvGfJ,Requenze,spotify:track:19k9sUjhF6n1q5Pj7uY73h,Inside the Stone,[]
0.728,0.596,3,-5.645,1,0.239,0.135,0.0,0.0765,0.722,76.47,spotify:artist:4uwIzZYa9X7krqWld1B7JV,Chloe Tang,spotify:track:4A3JZDt2jZpT10zi3liuUM,Walk You Out,['indie electropop']
0.532,0.578,10,-4.439,1,0.0744,0.628,0.0,0.113,0.378,79.664,spotify:artist:2NtBeaQ5m9BBI4G4ZaJ5oQ,4KD,spotify:track:5Hv3B69Qxvk0BvYMri3Nvr,Fall In Love,[]
0.644,0.893,0,-5.0,1,0.127,0.631,2.07e-05,0.737,0.681,114.133,spotify:artist:0Y4MvL6mOliZEB5uTLlX9z,Mesita,spotify:track:6h7WgVHlyjutZdVYFRuhB5,I Love Anime,"['denver indie', 'shimmer psych']"
0.641,0.587,5,-5.07,0,0.0393,0.0115,0.00105,0.305,0.37,152.976,spotify:artist:6HfPfjqkmkpLbYqYhTeNuB,Jared Evan,spotify:track:3LM26nLOPJVYtPGctLapw4,Collab,"['indie pop rap', 'soul flow']"
0.583,0.25,0,-11.496,1,0.0283,0.96,2.99e-06,0.123,0.418,81.945,spotify:artist:03yzClwzHK7M7wiQMQixry,Anusha Mani,spotify:track:5ZWRD56EYSPp859thW54LY,Nafarmani Revisited,['modern bollywood']
0.547,0.188,5,-17.343,1,0.048,0.954,0.855,0.194,0.145,74.999,spotify:artist:2jymeI1k72hstsWRImiR4M,Tatsuya Maruyama,spotify:track:0CHLRLGkaq7kLGr1eVmeyj,Fantasy,['japanese guitar']
0.594,0.997,7,-3.131,1,0.265,0.0406,0.0,0.152,0.534,180.714,spotify:artist:4GQRAVwht11iG3QAsm7SVv,Tasker,spotify:track:5sITLs6i2B46DewyWFxdvt,Downforce Promo,[]
