artist_uri,artist,track_uri,track_name,track_url,popularity
spotify:artist:1Oh5bPXjw5jreVFhKc4jux,Kaka,spotify:track:3CjJpCwySBTaX9Zkyg93xX,Neela Suit,https://open.spotify.com/track/3CjJpCwySBTaX9Zkyg93xX,68
spotify:artist:635DI8MJkjBOhLkRojuSLn,Djé K,spotify:track:7GORIQ6dgmcIlp9zFXEQT0,Calibré,https://open.spotify.com/track/7GORIQ6dgmcIlp9zFXEQT0,50
spotify:artist:3RE9lrTTbnp2GUwHrGS40f,GRMLN,spotify:track:5JtZTrsqtXLlE9ny1AEjzk,Zoo,https://open.spotify.com/track/5JtZTrsqtXLlE9ny1AEjzk,42
spotify:artist:0KaOODqnbHxMIZ3qUH5F5n,Leigh Nash,spotify:track:5uFfNUgECDKqEO0RtyXvOs,Good Trouble,https://open.spotify.com/track/5uFfNUgECDKqEO0RtyXvOs,41
spotify:artist:1Q50Y9cXWlkNEG6gJfUP1e,DEAMN,spotify:track:4Ts4AnfoXYhjqlEvRNJevx,Angel,https://open.spotify.com/track/4Ts4AnfoXYhjqlEvRNJevx,52
spotify:artist:0MGUXM1urhmX05MHj5oVsM,Dudu Aharon,spotify:track:2jawvO0d6xVWB5hhEm2vX7,למה זה נגמר,https://open.spotify.com/track/2jawvO0d6xVWB5hhEm2vX7,50
spotify:artist:5kmcKvoT2hRuXOGnjcXc8e,MIKExANGEL,spotify:track:0tMjmojg57O9kUzSmgHyOU,Save Me,https://open.spotify.com/track/0tMjmojg57O9kUzSmgHyOU,41
spotify:artist:6WfhRYCdCR8TO6nNr2gBK0,Sl!ck,spotify:track:6FVh9m6Mwmp43mdMjwqRAK,BLACK AIR FORCES,https://open.spotify.com/track/6FVh9m6Mwmp43mdMjwqRAK,39
spotify:artist:6KrVMPXT1JCYcxVLLIQ03u,SuaveHouseBowTie,spotify:track:4csBljMW0G7Qjf7ooVztVL,Winners Circle (Instrumental),https://open.spotify.com/track/4csBljMW0G7Qjf7ooVztVL,36
spotify:artist:7GkO2oIh3z6lZN4Uws7ZoL,Toby Schay,spotify:track:1ddvDIWIJvXOtqKFHzolB1,wide open spaces,https://open.spotify.com/track/1ddvDIWIJvXOtqKFHzolB1,43
spotify:artist:3idasUzwy0e4vxn5A0YcNz,Sailorurlove,spotify:track:4DbGJGRlLnu3Z11eagXZJf,Last Night,https://open.spotify.com/track/4DbGJGRlLnu3Z11eagXZJf,40
spotify:artist:0ydORocQawKL2QaPiGG8fZ,Meggie York,spotify:track:1UhcrB8HvJjEG4VHah2TML,bedroom,https://open.spotify.com/track/1UhcrB8HvJjEG4VHah2TML,44
spotify:artist:47nLIsYRDFGXvO3UQVZuCl,CoaastGxd,spotify:track:4mSflwUUYx8prqNfXuSzJP,I Can Show You How Your Nightmares End,https://open.spotify.com/track/4mSflwUUYx8prqNfXuSzJP,44
spotify:artist:1AxlE5JCJrJzVYa0ywJQqV,Omar Kamal,spotify:track:4Y1JSNjQThE84fsDO0facY,احنا دماغ تانية خالص (مع شيكو و هشام ماجد),https://open.spotify.com/track/4Y1JSNjQThE84fsDO0facY,53
spotify:artist:24fmge1nCy1ahvJV09fEN7,Lily Valley,spotify:track:5ooRXbCQ37HJMSAcLq2DCI,Delightful,https://open.spotify.com/track/5ooRXbCQ37HJMSAcLq2DCI,44
spotify:artist:0iTjLBepeGaLgZS18kxgRq,Oliver Schories,spotify:track:0VlyEJpDkWrAqSltvbDfgd,Levo,https://open.spotify.com/track/0VlyEJpDkWrAqSltvbDfgd,55
spotify:artist:0NHb5ZgkewGNZZZxgyn2Vo,Tiffany Royce,spotify:track:5iZyfLoJp2CYqsElf8GS1b,The Boy with the Silver Pyjamas,https://open.spotify.com/track/5iZyfLoJp2CYqsElf8GS1b,45
spotify:artist:7vDy8i8XeT4KIHiHHyK68E,Teeezy,spotify:track:3KAkLTR7Dr6kQ8Z2Mrndl6,Moon Walking,https://open.spotify.com/track/3KAkLTR7Dr6kQ8Z2Mrndl6,36
spotify:artist:3g5QiiBmEWt5a3WaW1zArB,jaynbeats,spotify:track:21NKjPFrOx4azwonD6ZlXo,Sylvester Stallone,https://open.spotify.com/track/21NKjPFrOx4azwonD6ZlXo,54
spotify:artist:6d4AePmkVnbu2qIbT6vsem,HUTS,spotify:track:6vTU2WCWYNugRYEMkCRZEY,Next Up,https://open.spotify.com/track/6vTU2WCWYNugRYEMkCRZEY,58
spotify:artist:0mOPHkTHaD6cFTMODNBxA3,Colleen,spotify:track:3NypaPJ2x8N3m0gAGuAgOt,Gazing at Taurus - Santa Eulalia,https://open.spotify.com/track/3NypaPJ2x8N3m0gAGuAgOt,45
spotify:artist:15wE1qOqrPevLWIdBcJCce,ohsobrkn,spotify:track:4RqG66ETAnjf4MVfxU6cOn,Ugly Duck,https://open.spotify.com/track/4RqG66ETAnjf4MVfxU6cOn,40
spotify:artist:30DQw23SjsbMLFlhia84jN,Elias Ayaviri,spotify:track:3bWw2OgkE227xAESsh7yBT,Porque tuve que Fijarme en El,https://open.spotify.com/track/3bWw2OgkE227xAESsh7yBT,49
spotify:artist:7lVbD38aVBVACNzgta9awX,Noah Davis,spotify:track:5kvqDElQoHw8itlLukMzEM,Mad Bitch,https://open.spotify.com/track/5kvqDElQoHw8itlLukMzEM,39
spotify:artist:3YGsxJQV67yokGhCyEKScD,Toast,spotify:track:1dJ5nDUxqoWqogDmTxact6,Ride Or Die,https://open.spotify.com/track/1dJ5nDUxqoWqogDmTxact6,36
spotify:artist:01lZudgXsojt5TBHuygB8r,T-Fest,spotify:track:4p57PjFO7tYSRrzbduMcuo,Как дела,https://open.spotify.com/track/4p57PjFO7tYSRrzbduMcuo,61
spotify:artist:6mD6SQbvl9pILx7SAHBzbq,K-ICM,spotify:track:6S7WYQsXqi9cblhAFEKlro,Sương Hoa Đưa Lối,https://open.spotify.com/track/6S7WYQsXqi9cblhAFEKlro,45
spotify:artist:2hE2ofc7IKD1iQ39HYU5N4,Kohta Yamamoto,spotify:track:7uF1nTuJRGUlZzODPcmPva,Ashes on The Fire (Attack on Titan The Final Season Original Soundtrack),https://open.spotify.com/track/7uF1nTuJRGUlZzODPcmPva,47
spotify:artist:1Klr6MQLx3SDdpWcTGcJKd,Omega Sparx,spotify:track:5RyjBTUj9QMd9HrmZQTU1P,2020 Recap,https://open.spotify.com/track/5RyjBTUj9QMd9HrmZQTU1P,41
spotify:artist:0IpPx8ZPrSQ2D1z1P4klFv,Chino,spotify:track:36mwZJfxrsxRgU5gCzFHBQ,FAST LANE,https://open.spotify.com/track/36mwZJfxrsxRgU5gCzFHBQ,41
spotify:artist:0IpPx8ZPrSQ2D1z1P4klFv,Chino,spotify:track:6QICvqs07euO6hBp9GShWp,Is She Ready,https://open.spotify.com/track/6QICvqs07euO6hBp9GShWp,41
spotify:artist:0IpPx8ZPrSQ2D1z1P4klFv,Chino,spotify:track:0fa5CwbsyhdbdNvnf1Affx,My Fire,https://open.spotify.com/track/0fa5CwbsyhdbdNvnf1Affx,41
spotify:artist:4nXXIxTneJksvGXrlmX8oA,Kaydy Cain,spotify:track:1Qw8qvQGnoyWOuvlwNYlNO,Todo y Nada,https://open.spotify.com/track/1Qw8qvQGnoyWOuvlwNYlNO,66
spotify:artist:2pgqozGH6U4LBJLyrSrw1V,Lil Moe,spotify:track:5iZTMwplrdJOK8O7PObd74,6Blocka,https://open.spotify.com/track/5iZTMwplrdJOK8O7PObd74,37
spotify:artist:7l81Zye4hzlMG4w7Lz2dPB,Decalifornia,spotify:track:3MmdXIMyIMXOu0q2gxzPpg,Todo Sigue Igual.,https://open.spotify.com/track/3MmdXIMyIMXOu0q2gxzPpg,40
spotify:artist:2z2TRvloJt4EfUNQp9rHAi,Alonzo,spotify:track:5harGsy6wVNmInKKPcn3m6,FREESTYLE BRB,https://open.spotify.com/track/5harGsy6wVNmInKKPcn3m6,69
spotify:artist:1NRudBLaT84LXxfsYdFMhB,WARGASM (UK),spotify:track:2WFX3TLAn8Ig6vUvoagRUi,Spit. (Hyper's Deconstruction Remix),https://open.spotify.com/track/2WFX3TLAn8Ig6vUvoagRUi,44
spotify:artist:0SjiMVVtcOsDAOb4fKCCLn,Fransis Derelle,spotify:track:7y7cIxXtOaA4ENumX081i2,Same Mistake,https://open.spotify.com/track/7y7cIxXtOaA4ENumX081i2,43
spotify:artist:6xj8yyeOSv0R8IrC9IawVa,JAIME CÓRDOBA,spotify:track:4GJGyq3vEvMO7c98Xx88du,Books & Coffee Mugs,https://open.spotify.com/track/4GJGyq3vEvMO7c98Xx88du,43
spotify:artist:59Q1RHoClIRbIUlf29cFsY,Mike Squires,spotify:track:4NLoRVW2pmi7VBLikMDR6N,Take Me Home,https://open.spotify.com/track/4NLoRVW2pmi7VBLikMDR6N,43
spotify:artist:3oLbNoZxAYO4KsXmx6PjTC,Bailo,spotify:track:20RTJht7MUKts5NE2ibOmJ,Game Over,https://open.spotify.com/track/20RTJht7MUKts5NE2ibOmJ,45
spotify:artist:0qWtta2AJnHQITmWvhcehs,Jae Millz,spotify:track:2oGSJK4YkJ4gzsCKU8jt1R,Diamonds,https://open.spotify.com/track/2oGSJK4YkJ4gzsCKU8jt1R,39
spotify:artist:0p4Vd0nU9f3gA83Ry9Q06A,Mir Blackwell,spotify:track:1YmNvvn243csiwLbkvSMcl,THAT BOI GON,https://open.spotify.com/track/1YmNvvn243csiwLbkvSMcl,39
spotify:artist:6GqdzxhGA3Km4jYj2V5Kkg,delo cloonz,spotify:track:0DiAmX7k43aLkAW1MpR7M0,Vibrant Sky,https://open.spotify.com/track/0DiAmX7k43aLkAW1MpR7M0,45
spotify:artist:2r8X6T84SucAyX88QbvahO,Tayy Brown,spotify:track:18SVOF5s996wRAth2Pv5GW,Do Right For What?,https://open.spotify.com/track/18SVOF5s996wRAth2Pv5GW,39
spotify:artist:05k3uSz8dyKtbllIY988Ip,Los Rumberos,spotify:track:1YPpgvOi0onEmMYeQ3USpp,Dime Que Sí,https://open.spotify.com/track/1YPpgvOi0onEmMYeQ3USpp,51
spotify:artist:4RhG0qGKMzfWNdi4OM6obG,Yuni Wa,spotify:track:36DYfbvWpnUd5bYyMosw2K,When Youre Down,https://open.spotify.com/track/36DYfbvWpnUd5bYyMosw2K,40
spotify:artist:7ea3EwQB7zjo7H0iJpavMr,Bones,spotify:track:6gEuPshKKi83A5Wmf0Gqjc,Do Right,https://open.spotify.com/track/6gEuPshKKi83A5Wmf0Gqjc,39
spotify:artist:15cJEqQvfVczJK2DVdY6DV,Keep Shelly in Athens,spotify:track:2hv5y8nAh1Y9I5T4C5zYoE,You,https://open.spotify.com/track/2hv5y8nAh1Y9I5T4C5zYoE,44
spotify:artist:0VVOaCyLiCdkAdlC11W4eK,Cyberpunkers,spotify:track:2YpXjf4ooNsdJ1e7CqxUzV,Collision,https://open.spotify.com/track/2YpXjf4ooNsdJ1e7CqxUzV,44
spotify:artist:68YeXpLt3jB7JHQS5ZjMGo,Teto,spotify:track:4kGmqjelfHbmNduWw70Uty,Brinco de Diamante,https://open.spotify.com/track/4kGmqjelfHbmNduWw70Uty,72
spotify:artist:68YeXpLt3jB7JHQS5ZjMGo,Teto,spotify:track:5LsOBfrgeTZ9UDGCbbgwyW,Nota Azul,https://open.spotify.com/track/5LsOBfrgeTZ9UDGCbbgwyW,72
spotify:artist:2iUZ7aGjaOQ1aXVfkK4lfl,Konrad OldMoney,spotify:track:31rimwPLyaPFJK4uCJqAh8,We Got the Spin (feat. Johnny Gr4ves) [Beyblade Burst Surge Opening Theme Song],https://open.spotify.com/track/31rimwPLyaPFJK4uCJqAh8,45
spotify:artist:0GQRYHIzE5iPe75K8gwyiT,GillStudio,spotify:track:1PiXfo6YtgE8fR5kkErkFl,"Bloody Destiny (From ""Persona"")",https://open.spotify.com/track/1PiXfo6YtgE8fR5kkErkFl,42
spotify:artist:2dhUEqENQyYrdGxLV3BsHT,LiBand,spotify:track:2W3CxhUka7keTMvQDTLUrd,Talk My $h*t,https://open.spotify.com/track/2W3CxhUka7keTMvQDTLUrd,37
spotify:artist:3ls1Lwf5mCUgGljvESjcke,Chini,spotify:track:7CP1BnTdhBuo5gA6nS8JVQ,Stop My Imagination,https://open.spotify.com/track/7CP1BnTdhBuo5gA6nS8JVQ,41
spotify:artist:06pkUJtvwH93XlSdc0RAOY,Tomorrow People,spotify:track:1uxnDCAhQJEeFfcqXvF1a3,Just A Little Bit,https://open.spotify.com/track/1uxnDCAhQJEeFfcqXvF1a3,52
spotify:artist:2zAhFkmT7tjmJtZpom6VDp,Ares,spotify:track:5bj3bKUNkgeJT3y0tSNoIM,Karışık Var Mı? Yükle! by OG,https://open.spotify.com/track/5bj3bKUNkgeJT3y0tSNoIM,37
spotify:artist:52KBcFDc0ZvF6SnMg4HSCb,K. G.,spotify:track:6msThadfDscWdovhcvjD9e,Ice Smoker,https://open.spotify.com/track/6msThadfDscWdovhcvjD9e,48
spotify:artist:5aD8IZAmW2UDOdGapY2jFF,Scorpion823,spotify:track:1epZXDFw5f0OJLyZpZJcJu,One Up,https://open.spotify.com/track/1epZXDFw5f0OJLyZpZJcJu,35
spotify:artist:5rs1W6F1nRcbAeyUeG6geZ,Bitvoin,spotify:track:4wUvSWNtPEpc7v7g0YBzpR,Yo Side,https://open.spotify.com/track/4wUvSWNtPEpc7v7g0YBzpR,36
spotify:artist:0JW2Wt06NncqOxA905C7Z3,Wnc Whopbezzy,spotify:track:7f1sUefX6cqlzZdIyXzlDq,Beat Box 3mix,https://open.spotify.com/track/7f1sUefX6cqlzZdIyXzlDq,36
spotify:artist:3z32OCr8soKhZ5CYuTti9a,Spectacular Diagnostics,spotify:track:0BHqrV11QYwZ70wqLBhmWg,Greenhouse Oasis,https://open.spotify.com/track/0BHqrV11QYwZ70wqLBhmWg,43
spotify:artist:3E8ESEdLCBN9GiSZCUXgdf,Max I Million,spotify:track:6uEyAx80fBHRDPkVySJSZe,Big Time,https://open.spotify.com/track/6uEyAx80fBHRDPkVySJSZe,43
spotify:artist:00dhGVtq7dKHii7FPEopwm,Димаш Кудайбергенов,spotify:track:4XyMO0cMYxIa441eI4gmLt,Я Люблю Тільки Тебе,https://open.spotify.com/track/4XyMO0cMYxIa441eI4gmLt,51
spotify:artist:0jkgNCEAyUXUD4u8nO6olG,Lucha,spotify:track:5IcR4rvTBAstoDPzsscAs9,Fallout,https://open.spotify.com/track/5IcR4rvTBAstoDPzsscAs9,49
spotify:artist:7dLUlHze4kYjdKU0iWBMUE,Elijah Daniel,spotify:track:09iBQECyt9aln1aC5Mvde6,Space Ship,https://open.spotify.com/track/09iBQECyt9aln1aC5Mvde6,36
spotify:artist:1tt30ZdtXdSP1h3kccP9yG,Alan Aztec,spotify:track:0PDvCwpIuIcsTUT09saTzh,Party in Palace,https://open.spotify.com/track/0PDvCwpIuIcsTUT09saTzh,47
spotify:artist:1W14E5ExskpUoE8H9n8fPn,Desmond Dennis,spotify:track:2lwQOUXLOOuunDqQFNvr9N,How You Gonna Act Like That,https://open.spotify.com/track/2lwQOUXLOOuunDqQFNvr9N,41
spotify:artist:4PRdB2p7ISxBvBTcKu1sTP,Lazy Vibes,spotify:track:2b8nQubhaM5t6PtcOCupA3,Late Night Drive,https://open.spotify.com/track/2b8nQubhaM5t6PtcOCupA3,46
spotify:artist:24LGVKHzsrVV7oo94nlNE1,Tristan Eckerson,spotify:track:6ZW47ksnBuyPtxmoRSmGkA,Quiet Now,https://open.spotify.com/track/6ZW47ksnBuyPtxmoRSmGkA,45
spotify:artist:2SRu9oxCg91Omb2yMFzttR,Blutengel,spotify:track:56ORICbr2DtSCaXq3aAGGy,Nobody's Diary,https://open.spotify.com/track/56ORICbr2DtSCaXq3aAGGy,51
spotify:artist:4AzAfQNuAyKOFG4DZMsdAo,The Snuts,spotify:track:5IB3TRhkBpxvETzjEZSfGU,Somebody Loves You,https://open.spotify.com/track/5IB3TRhkBpxvETzjEZSfGU,53
spotify:artist:2Lss2KwJWG97CZIEvyzYfl,Chuy Jr,spotify:track:1ZwnTDQqbcCjpRZ5lrT1ip,El Corona,https://open.spotify.com/track/1ZwnTDQqbcCjpRZ5lrT1ip,39
spotify:artist:4D9ADmnRSSpkyrnofqLa7b,Masaaki Kishibe,spotify:track:2FUz5xUEuPnyvCQtaThdrr,Winter,https://open.spotify.com/track/2FUz5xUEuPnyvCQtaThdrr,43
spotify:artist:5nHobhTCz7i2E5RS6CcoCl,LoQuacious,spotify:track:3GASVxWH9shVh0m2NWIV65,Compensation,https://open.spotify.com/track/3GASVxWH9shVh0m2NWIV65,36
spotify:artist:73Go49a2PorlhCCDyg9hKB,Ju Spazzo,spotify:track:3gcGFwDJfYpidIlXUOCyjv,my plug a woman,https://open.spotify.com/track/3gcGFwDJfYpidIlXUOCyjv,40
spotify:artist:1fUSLFr4WUBx7joEcGwpvG,Sorriso Maroto,spotify:track:7MJf15X5ecgZAXsvsEvesz,Eu Topo (Ao Vivo),https://open.spotify.com/track/7MJf15X5ecgZAXsvsEvesz,72
spotify:artist:3XynH9oiAsBLfShdaozos7,Aaronx6,spotify:track:7vzE6u6YXNmZNY0X3ShKHj,vv's,https://open.spotify.com/track/7vzE6u6YXNmZNY0X3ShKHj,36
spotify:artist:6RqaxUVExoKE01pPo39A2e,Thirsty Ear,spotify:track:35NXCV8pnH2PMGBJw4WM6i,Wonderland,https://open.spotify.com/track/35NXCV8pnH2PMGBJw4WM6i,47
spotify:artist:1p9OoczbKsdQ4UEyRcWLNJ,Inreload,spotify:track:4IwImA4xUodzBVhXZIAGHs,A Portrait of You,https://open.spotify.com/track/4IwImA4xUodzBVhXZIAGHs,49
spotify:artist:36aNW4upSxSBHoX0I3AmP1,Mellow Kitchen,spotify:track:4vhxpiWO0eaUFdlmbEFArv,Little Star,https://open.spotify.com/track/4vhxpiWO0eaUFdlmbEFArv,46
spotify:artist:0owrNlxvcLL8KI0U5sYBUb,Louis York,spotify:track:2FreYcll6QLVbONaMJToEB,Theme from Black Bottom Saints,https://open.spotify.com/track/2FreYcll6QLVbONaMJToEB,39
spotify:artist:0OC3qKv3cs1dtAuVn2gDOC,Trisepta Corp,spotify:track:7qrIX1OXEgWMrPMB2CU5ug,Back It Back (Instrumental),https://open.spotify.com/track/7qrIX1OXEgWMrPMB2CU5ug,42
spotify:artist:0OC3qKv3cs1dtAuVn2gDOC,Trisepta Corp,spotify:track:176hUCIyJrzxhBvLQERAPc,Focus (Instrumental),https://open.spotify.com/track/176hUCIyJrzxhBvLQERAPc,42
spotify:artist:0OC3qKv3cs1dtAuVn2gDOC,Trisepta Corp,spotify:track:3VctMUS7waN6XIiZdoQoEJ,Money Hungry (Instrumental),https://open.spotify.com/track/3VctMUS7waN6XIiZdoQoEJ,42
spotify:artist:0OC3qKv3cs1dtAuVn2gDOC,Trisepta Corp,spotify:track:5WJGsBLSdIpu71Rkknyx69,Round Dem (Instrumental),https://open.spotify.com/track/5WJGsBLSdIpu71Rkknyx69,42
spotify:artist:0OC3qKv3cs1dtAuVn2gDOC,Trisepta Corp,spotify:track:05Q3oM8DFrm5uUdigClaEM,Vibes (Instrumental),https://open.spotify.com/track/05Q3oM8DFrm5uUdigClaEM,42
spotify:artist:3gkvPVQi7D6qstqC5urqvP,NugLife,spotify:track:3dleyINVCcsVaOx365Aceq,The Love Dispensary 2,https://open.spotify.com/track/3dleyINVCcsVaOx365Aceq,38
spotify:artist:66vvInxZmZUNu4DKe0q4xD,Zachary Bruno,spotify:track:1RaEr2TtWItEVJE7bFSGlD,Yasad,https://open.spotify.com/track/1RaEr2TtWItEVJE7bFSGlD,42
spotify:artist:5TFAleOJ7VJt3yieCFy8J8,Lil Kaine,spotify:track:6XvMF9z6YtiX58yVCfj1RZ,Wmd,https://open.spotify.com/track/6XvMF9z6YtiX58yVCfj1RZ,43
spotify:artist:17SKCrJFmlC51zeP8kjqMs,The Real Young Swagg,spotify:track:77FeHOW47FOgbbWECU9FWZ,Shackles And Chains,https://open.spotify.com/track/77FeHOW47FOgbbWECU9FWZ,38
spotify:artist:7w2L1GIo649U1ioe0mnH23,Marcus Chow,spotify:track:3ywNsY1mcoxTeDVyNqjkuD,Learning to Fly,https://open.spotify.com/track/3ywNsY1mcoxTeDVyNqjkuD,43
spotify:artist:3vlH5PSk5GSm61lfafSPAl,Lone Tusker,spotify:track:6VHeDzKPxnMZzWV9QnCe5T,Wasting My Young Years,https://open.spotify.com/track/6VHeDzKPxnMZzWV9QnCe5T,49
spotify:artist:4uYckPoDT5FeQoAF7qQIVQ,JNA,spotify:track:7KuH3aeauKnvj6XNe3pQpR,Broke My Soul,https://open.spotify.com/track/7KuH3aeauKnvj6XNe3pQpR,37
spotify:artist:1HkpK55jsORzgtOURbOeQH,1096Gang,spotify:track:4x0yUqIJXO0EyFZG3bs8Wc,"BUHAY (with Guddhist, Ghetto Gecko, Youngwise, Luci J, Polo Pi)",https://open.spotify.com/track/4x0yUqIJXO0EyFZG3bs8Wc,57
spotify:artist:6hJtgCB3L5cnJSND7sp6GU,Dam Swindle,spotify:track:25gP2mqtIcJfrPCtLy30Vp,Breathe (Radio Edit),https://open.spotify.com/track/25gP2mqtIcJfrPCtLy30Vp,50
spotify:artist:1GyfVIZcP7PfEgpNnars9N,Happy Tobi,spotify:track:3IxhvkOjQgbOtd8kinlDmo,First Dance After Lockdown,https://open.spotify.com/track/3IxhvkOjQgbOtd8kinlDmo,43
spotify:artist:1GyfVIZcP7PfEgpNnars9N,Happy Tobi,spotify:track:4N5KBkTLW0aZhSwCAlRaGN,Mushroom,https://open.spotify.com/track/4N5KBkTLW0aZhSwCAlRaGN,43
spotify:artist:72Q5cOChL72xjupeqzKlWd,pettersson,spotify:track:2yjJ58O2QDJi2XC2UuVGCy,finally,https://open.spotify.com/track/2yjJ58O2QDJi2XC2UuVGCy,42
spotify:artist:0yAQ48yJ94zWFTs0YUIdcE,Spaze Windu,spotify:track:53cfJH7cY64r7cjsRnWBzU,Gumpen,https://open.spotify.com/track/53cfJH7cY64r7cjsRnWBzU,45
spotify:artist:6bxjRFPDTdgf3HeJJJhes7,Thybxlle,spotify:track:5Ma4ovKt9g94ZCDlKTb3uG,Drunk,https://open.spotify.com/track/5Ma4ovKt9g94ZCDlKTb3uG,38
spotify:artist:22rBJY8j8xwmBm0Iml3Cgt,Ryohei Shimoyama,spotify:track:3dM9qjFXKU7iHGdSuH2Y8u,Gymnopédie No. 1,https://open.spotify.com/track/3dM9qjFXKU7iHGdSuH2Y8u,44
spotify:artist:4K3iYJtLjJcsfUlODo4bzS,Valentine,spotify:track:2DOSFC7KRdW0V4dPA2MbqD,Say That You're Mine,https://open.spotify.com/track/2DOSFC7KRdW0V4dPA2MbqD,39
spotify:artist:3KS7WL7X3d09RoG0ZJfPuF,Young Rog,spotify:track:7hDit9ezwIMUkLhxUrsceA,Bullshit (with Summer Walker),https://open.spotify.com/track/7hDit9ezwIMUkLhxUrsceA,43
spotify:artist:6cpod7emGtKTcdJZbajTxv,Blankz,spotify:track:3slqIaCm6qiYmMDqgCtgPI,Wish,https://open.spotify.com/track/3slqIaCm6qiYmMDqgCtgPI,42
spotify:artist:2gTGdg07eySakTX6AJDrcY,Neztor mvl,spotify:track:3AO2jWVQwnQTjlZk6Coj5o,Nena,https://open.spotify.com/track/3AO2jWVQwnQTjlZk6Coj5o,49
spotify:artist:5gm1KVTMbpokBPU6vz73LN,Joseph D-F y Daniel J,spotify:track:0WfExoL5JWHKBH9fmS75Ys,Renacer,https://open.spotify.com/track/0WfExoL5JWHKBH9fmS75Ys,35
spotify:artist:6zKRU70JFcCQtP3vKV4ANm,Virgil Abloh,spotify:track:69wkH0lQdtpH9E6XBCOHfS,Delicate Limbs (feat. serpentwithfeet) (Bedouin Remix),https://open.spotify.com/track/69wkH0lQdtpH9E6XBCOHfS,43
spotify:artist:6ICQ7wdKMuMhY3kCO04AND,Bigpapismokee,spotify:track:4cfNfAplgkVd7n0hBVsZO8,razorbaldmouse,https://open.spotify.com/track/4cfNfAplgkVd7n0hBVsZO8,35
spotify:artist:40jihEUOTuy5WTQDUTsZCN,YS,spotify:track:18OeDLYpERh8picOxEIP6o,Blind Side,https://open.spotify.com/track/18OeDLYpERh8picOxEIP6o,37
spotify:artist:40jihEUOTuy5WTQDUTsZCN,YS,spotify:track:42LblI0mzsfxd0UCdW2eS7,Mind Over Stories,https://open.spotify.com/track/42LblI0mzsfxd0UCdW2eS7,37
spotify:artist:4IcZa7gtPIs352dbFVBjgZ,Ben Yen,spotify:track:3shTiLDYiD6RL5nHaUSLnd,slow,https://open.spotify.com/track/3shTiLDYiD6RL5nHaUSLnd,39
spotify:artist:07QJ2IEpirIQN3dlUomBxL,Fortuno,spotify:track:25nZ1A6ppzezq9VgT0jFZd,Leaving Here,https://open.spotify.com/track/25nZ1A6ppzezq9VgT0jFZd,38
spotify:artist:4iGJTizB3VzCk3dFXKAv0V,American Avenue,spotify:track:48mHyZevn0XHI6TX3ymNZA,Anyone,https://open.spotify.com/track/48mHyZevn0XHI6TX3ymNZA,41
spotify:artist:1SZdTuxme3mOk0D9pUFrET,En,spotify:track:6BjMpAnu0bszABZuOJ3o7d,无能为力 (DJ阿卓版),https://open.spotify.com/track/6BjMpAnu0bszABZuOJ3o7d,55
spotify:artist:2W0dQPsEPd0tz7cj95gUse,Shlomo Artzi,spotify:track:3z5PhjWgm9Ff88AThdFO9U,דבק,https://open.spotify.com/track/3z5PhjWgm9Ff88AThdFO9U,54
spotify:artist:7aGBJiUws3qcoRhY2lUizy,Gemp,spotify:track:3m1rJI1ElfboLnXlnvNuHb,Autarky,https://open.spotify.com/track/3m1rJI1ElfboLnXlnvNuHb,46
spotify:artist:3Y2Hy1JqnqainY9WRdl736,Gxx,spotify:track:7ygZO9rqKZYBqRAMnCFSgY,Madonna,https://open.spotify.com/track/7ygZO9rqKZYBqRAMnCFSgY,42
spotify:artist:31xnUAGInYfZnWxtB0BTZ3,Broadfield,spotify:track:2ldIlcTS1lUQRI3BVbUl76,Odd Fellow,https://open.spotify.com/track/2ldIlcTS1lUQRI3BVbUl76,41
spotify:artist:3ip1sezZV57uOtHDnLXAkH,West Coast Massive,spotify:track:2Ht9NYVg81WLFG44eyD8DU,Take Me Away,https://open.spotify.com/track/2Ht9NYVg81WLFG44eyD8DU,42
spotify:artist:7wCo8qjtY7wjVDdxhxuYo6,Lit Yoshi,spotify:track:4VR4D6owIAWYOOzbYQJYHf,Bussdown,https://open.spotify.com/track/4VR4D6owIAWYOOzbYQJYHf,36
spotify:artist:0kRAKgEOVI43Qkz9PLmPt8,Bugoy Drilon,spotify:track:7wMusInwSbqJrZvFTqAG4f,One Day,https://open.spotify.com/track/7wMusInwSbqJrZvFTqAG4f,52
spotify:artist:4ljZpmnnnA1ezEdylZuNLK,Holy Molly,spotify:track:7oIN5Dc6kaetarZgBvII8H,Twinkle Twinkle,https://open.spotify.com/track/7oIN5Dc6kaetarZgBvII8H,56
spotify:artist:6iZTyHbQWGzpiWoyI0zz9F,Priya Ragu,spotify:track:4S0OfA0Dxsk1hirLTBgksT,Chicken Lemon Rice,https://open.spotify.com/track/4S0OfA0Dxsk1hirLTBgksT,46
spotify:artist:5wZF02QJCBqUNCgl1pxrFQ,bloody white,spotify:track:2pIwMNpQIH5ChP39Uup9lG,dark,https://open.spotify.com/track/2pIwMNpQIH5ChP39Uup9lG,38
spotify:artist:1rpLzYzfrueWdkpcIunZQl,Hard Driver,spotify:track:16sGUzzubbxjTbYokRDR9E,Chemistry,https://open.spotify.com/track/16sGUzzubbxjTbYokRDR9E,58
spotify:artist:2soiLmeGhmq9uQ9fqZm3KA,Senses,spotify:track:2zkhoFlqK1xZBSxEoELHSa,don't give up on me,https://open.spotify.com/track/2zkhoFlqK1xZBSxEoELHSa,40
