artist_uri,artist,track_uri,track_name,track_url,popularity
spotify:artist:77AiFEVeAVj2ORpC85QVJs,Steve Aoki,spotify:track:30U858jspmM5gcFlCGm3Ar,"Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)",https://open.spotify.com/track/30U858jspmM5gcFlCGm3Ar,80
spotify:artist:7wg1qvie3KqDNQbAkTdbX0,Louis The Child,spotify:track:74UbkBncJjuG4NxxZmu8i9,Somewhere Else (with BabyJake),https://open.spotify.com/track/74UbkBncJjuG4NxxZmu8i9,72
spotify:artist:6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,spotify:track:4TcUrupOgbkEf6J4dGRWZY,Out of Ordinary,https://open.spotify.com/track/4TcUrupOgbkEf6J4dGRWZY,74
spotify:artist:2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,spotify:track:60VXW6TCUjIvk99wqoIYeT,Nuvole Bianche,https://open.spotify.com/track/60VXW6TCUjIvk99wqoIYeT,83
spotify:artist:07YUOmWljBTXwIseAUd9TW,Sebastián Yatra,spotify:track:7JlkxvPt4HQSzr4XT5Plsl,Adiós,https://open.spotify.com/track/7JlkxvPt4HQSzr4XT5Plsl,87
spotify:artist:7MPGCB854Qo4alYMOPkBka,Ritt Momney,spotify:track:1y1RZ1WceXGSr0X7Q6mG0M,Not Around,https://open.spotify.com/track/1y1RZ1WceXGSr0X7Q6mG0M,76
spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,Chris Tomlin,spotify:track:4YUIBUIdS7Fkxyl3NIflqv,God Who Listens (feat. Thomas Rhett) (Radio Version),https://open.spotify.com/track/4YUIBUIdS7Fkxyl3NIflqv,72
spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:track:5CQ3bAUmejK9x6buhwfJ0a,"Beethoven: Fidelio, Op. 72 / Act 1: Abscheulicher! Wo eilst du hin?",https://open.spotify.com/track/5CQ3bAUmejK9x6buhwfJ0a,77
spotify:artist:5Berubt6ysOy2LCMyqhmXP,YFN Lucci,spotify:track:7502n73GiwIzGj60co3zyg,I Gotcha,https://open.spotify.com/track/7502n73GiwIzGj60co3zyg,70
spotify:artist:37M5pPGs6V1fchFJSgCguX,FINNEAS,spotify:track:2IFioAFD8QEIq17UwOaSFb,American Cliché,https://open.spotify.com/track/2IFioAFD8QEIq17UwOaSFb,76
spotify:artist:2XzXLjXRSeFtsic4ieyLJy,Wilbur Soot,spotify:track:6TL1R1j6bgTDQbtplrySEc,PORTRA 400,https://open.spotify.com/track/6TL1R1j6bgTDQbtplrySEc,73
spotify:artist:5XDJlfdfbGNJrOJJNxTcdq,Phora,spotify:track:5wdYNXwZUzBw2gkVpSkym5,Loaded Gun,https://open.spotify.com/track/5wdYNXwZUzBw2gkVpSkym5,70
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,spotify:track:6sUnwJgPUTHKBKnsKZr9PC,HWAA (Dimitri Vegas & Like Mike Remix),https://open.spotify.com/track/6sUnwJgPUTHKBKnsKZr9PC,79
spotify:artist:5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,spotify:track:6XG7Ho0t3uYOjGn2sH8igW,"I'm Old Fashioned (Live On The Ed Sullivan Show, May 5, 1963)",https://open.spotify.com/track/6XG7Ho0t3uYOjGn2sH8igW,76
spotify:artist:1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,spotify:track:2uo6EPprx98UWT1RZHDDYt,I Don't Wanna Be In Love,https://open.spotify.com/track/2uo6EPprx98UWT1RZHDDYt,71
spotify:artist:6Dd3NScHWwnW6obMFbl1BH,Daya,spotify:track:3n1HsYVwX6qMvihf5uZDKs,Bad Girl,https://open.spotify.com/track/3n1HsYVwX6qMvihf5uZDKs,76
spotify:artist:20DZAfCuP1TKZl5KcY7z3Q,SLANDER,spotify:track:07ImPoPqKNwqucuPEZooBj,"Anywhere (feat. shYbeast, PLYA)",https://open.spotify.com/track/07ImPoPqKNwqucuPEZooBj,74
spotify:artist:6DvlemMOlMH6VD9tB7BPRf,Tom MacDonald,spotify:track:78Sw37ULFaFajzAmyvKkTA,Cancelled,https://open.spotify.com/track/78Sw37ULFaFajzAmyvKkTA,69
spotify:artist:0FtsMKmZEq8fBWqdSOWtqp,03 Greedo,spotify:track:2vcLUuRT3sqXnPJaIX5w5c,Substance (We Woke Up),https://open.spotify.com/track/2vcLUuRT3sqXnPJaIX5w5c,69
spotify:artist:0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,spotify:track:3m2bGBw8IFmXgla4JFZ8EK,Mehri To Proi (Mis Sentimientos),https://open.spotify.com/track/3m2bGBw8IFmXgla4JFZ8EK,79
spotify:artist:6X8WdFjrNhXATMDSs26aCc,Curren$y,spotify:track:6nJLOMCzucqMhcXrBA3IDo,Misty,https://open.spotify.com/track/6nJLOMCzucqMhcXrBA3IDo,69
spotify:artist:0rpUnzu4JIoRkKkGvdcm7b,Lil Eazzyy,spotify:track:30g0Ka64eZ3PzTWqUtJ62M,Beatbox (Remix),https://open.spotify.com/track/30g0Ka64eZ3PzTWqUtJ62M,70
spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,spotify:track:78Qjr8AGGUKe9rJDlaNoLh,Daughters,https://open.spotify.com/track/78Qjr8AGGUKe9rJDlaNoLh,74
spotify:artist:4sIl4BTo9l9KqEi0Y3RE72,Carly Pearce,spotify:track:5ZTsje1HfASFxiffjLoITe,Should’ve Known Better,https://open.spotify.com/track/5ZTsje1HfASFxiffjLoITe,68
spotify:artist:5jAMCwdNHWr7JThxtMuEyy,NOTD,spotify:track:2A166ONzLUq90QAte1Rhhg,Nobody (Acoustic),https://open.spotify.com/track/2A166ONzLUq90QAte1Rhhg,74
spotify:artist:4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,spotify:track:2EZjUyQxIWTdA10yrSNCYG,Por Isso Que Eu Bebo,https://open.spotify.com/track/2EZjUyQxIWTdA10yrSNCYG,79
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,spotify:track:2UCu2FoXFZpCT36lYzej4O,Something Stupid (feat. AWA),https://open.spotify.com/track/2UCu2FoXFZpCT36lYzej4O,80
spotify:artist:21dooacK2WGBB5amYvKyfM,Smokepurpp,spotify:track:4V97e8HjiVtCqTqi57rcAN,We Outside (with Lil Mosey),https://open.spotify.com/track/4V97e8HjiVtCqTqi57rcAN,71
spotify:artist:5icKdCmMhNMYoAzVBAWt39,Dax,spotify:track:4H4g2KwVfjbqVr1cm2NvRh,KILLSHOT 3,https://open.spotify.com/track/4H4g2KwVfjbqVr1cm2NvRh,71
spotify:artist:3H6CaRooDAoCeRCpYwOXj2,Ramirez,spotify:track:0fS1gL1DkZQWn789DZDHoY,Children Of The Void,https://open.spotify.com/track/0fS1gL1DkZQWn789DZDHoY,69
spotify:artist:4ClziihVpBeFXNyDH83Lde,UMI,spotify:track:5YUTDeynvOp9Ig8EjPmlS5,Remember Me (Acoustic),https://open.spotify.com/track/5YUTDeynvOp9Ig8EjPmlS5,69
spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,spotify:track:5bZlKUqFIf0uM3MW03bhlG,One More (feat. Nile Rodgers),https://open.spotify.com/track/5bZlKUqFIf0uM3MW03bhlG,72
spotify:artist:1Ts9of7VPZElwPQnqnDSfW,Lyanno,spotify:track:6dZtNFZMFhcqwMLNSxDhs3,Bllqo,https://open.spotify.com/track/6dZtNFZMFhcqwMLNSxDhs3,81
spotify:artist:05oH07COxkXKIMt6mIPRee,Brandy,spotify:track:1n2fs63LPxGUVQa27Y2Ddo,Istanbul,https://open.spotify.com/track/1n2fs63LPxGUVQa27Y2Ddo,70
spotify:artist:6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,spotify:track:6q0nQKF0fNb34ntUUE4p9b,What Other People Say,https://open.spotify.com/track/6q0nQKF0fNb34ntUUE4p9b,74
spotify:artist:5fyvTyetDr7gvLafBsEEhU,Shordie Shordie,spotify:track:40txRNROoG7ngB5sW1L4Qi,LOVE (feat. Trippie Redd),https://open.spotify.com/track/40txRNROoG7ngB5sW1L4Qi,65
spotify:artist:0Vb15td3iKkAzdGD5Sj9Ky,NateWantsToBattle,spotify:track:6fXdkawvzkUYgKTI7DaTSY,Guren no Yumiya (Attack on Titan),https://open.spotify.com/track/6fXdkawvzkUYgKTI7DaTSY,68
spotify:artist:3YJDqtTSjydvUpTvU1fJ6O,CG5,spotify:track:25vojJBhuWkm53FM92Eayu,Good To Be Alive,https://open.spotify.com/track/25vojJBhuWkm53FM92Eayu,69
spotify:artist:12PSlydMSjEHzSCj9X5qv7,Baby Bash,spotify:track:6I3MI8LsrSynFWrnxZaDhs,Valentines Kiss (feat. Paula DeAnda & MC Magic),https://open.spotify.com/track/6I3MI8LsrSynFWrnxZaDhs,68
spotify:artist:6fOKLk8GmQ8xKogCRuuAwD,Teqkoi,spotify:track:67mR8818Y6mmjMLgbCL74K,afraid of loving you,https://open.spotify.com/track/67mR8818Y6mmjMLgbCL74K,70
spotify:artist:27w1NoOLMX7tJMYqcetPyG,VIC MENSA,spotify:track:2nKaHCeL3e5DNl3P7eZ5uo,"SHELTER ft Wyclef Jean, ft Chance The Rapper",https://open.spotify.com/track/2nKaHCeL3e5DNl3P7eZ5uo,67
spotify:artist:27w1NoOLMX7tJMYqcetPyG,VIC MENSA,spotify:track:0YJeiJqLS6rRJYHnIKwS6B,"SHELTER ft Wyclef Jean, ft Chance The Rapper)",https://open.spotify.com/track/0YJeiJqLS6rRJYHnIKwS6B,67
spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,spotify:track:0lruAPwhxreBwk78gzK96P,On Read with Tiana Major9,https://open.spotify.com/track/0lruAPwhxreBwk78gzK96P,68
spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,spotify:track:6f6reGSXTjmDhmkn95N82Y,The Great Adventure,https://open.spotify.com/track/6f6reGSXTjmDhmkn95N82Y,71
spotify:artist:3SEJQy90Vgg1aSnZ9b4AU9,Krizz Kaliko,spotify:track:7owigkP4N5KVCdAQjwQCPf,Run It Back,https://open.spotify.com/track/7owigkP4N5KVCdAQjwQCPf,65
spotify:artist:79hrYiudVcFyyxyJW0ipTy,The Paper Kites,spotify:track:6qRIH2KDx2NW81J2PR5Lke,Walk Above the City (feat. MARO),https://open.spotify.com/track/6qRIH2KDx2NW81J2PR5Lke,70
spotify:artist:58oPVy7oihAEXE0Ott6JOf,Eve,spotify:track:6QX5xybvl9Gk750M5Mm4qe,Heikousen,https://open.spotify.com/track/6QX5xybvl9Gk750M5Mm4qe,75
spotify:artist:63XBtGSEZINSyXylZxEUbv,Victoria Monét,spotify:track:0iDuW211AjTsYDPsLxyqX4,F.U.C.K.,https://open.spotify.com/track/0iDuW211AjTsYDPsLxyqX4,68
spotify:artist:2kCO8LXN1usaOPL3iEE28I,Tai Verdes,spotify:track:414ffw6iwJgQqPmIu3Kg9d,BAD BAD News,https://open.spotify.com/track/414ffw6iwJgQqPmIu3Kg9d,67
spotify:artist:7EekKnlf2HwNaLLpL9Cpgy,Matt Stell,spotify:track:4wrKruoaRzt3TtdzJ9uR0F,That Ain't Me No More,https://open.spotify.com/track/4wrKruoaRzt3TtdzJ9uR0F,64
spotify:artist:0eecdvMrqBftK0M1VKhaF4,CNCO,spotify:track:3N5fOK9PQuUu9uDtZ8BpBR,Solo Importas Tú,https://open.spotify.com/track/3N5fOK9PQuUu9uDtZ8BpBR,77
spotify:artist:22hWz22JAmIhIEp0u1X01L,DUSTY LOCANE,spotify:track:1Emg2PWprZxWACEgw3Rn0J,RUMBLE,https://open.spotify.com/track/1Emg2PWprZxWACEgw3Rn0J,69
spotify:artist:0NGAZxHanS9e0iNHpR8f2W,Alok,spotify:track:63bWXWGcWnRQvdS8bJWdkB,Love Again (feat. Alida),https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB,85
